Laser Delay [ns];TA [mOD]
-400;-0.058966
-390;-0.016415
-380;-0.109255
-370;-0.152676
-360;-0.002997
-350;-0.160815
-340;0.046935
-330;0.218796
-320;-0.065675
-310;0.030008
-300;0.012001
-290;-0.110687
-280;-0.055237
-270;-0.030027
-260;0.077568
-250;-0.112737
-240;-0.246430
-230;0.054046
-220;-0.172513
-210;0.065755
-200;0.371782
-190;-0.051891
-180;0.616035
-170;-0.314167
-160;-0.044790
-150;-0.080817
-140;-0.034687
-130;-0.017337
-120;0.177657
-110;0.073805
-100;0.306394
-90;-0.178552
-80;-0.517257
-70;-0.113358
-60;-0.043613
-50;-0.086557
-40;-0.056438
-30;0.236695
-20;0.110737
-10;0.532088
0;1.559384
10;2.482605
20;3.356739
30;3.744280
40;4.291097
50;4.003030
60;3.987167
70;3.963758
80;3.793446
90;3.797732
100;3.694191
110;3.601195
120;3.445644
130;3.587036
140;3.347127
150;3.845047
160;3.484370
170;3.654829
180;3.616270
190;3.309534
200;3.206155
210;3.364988
220;2.993378
230;2.926944
240;3.074707
250;3.011832
260;3.004431
270;2.810852
280;3.074289
290;2.943320
300;3.035877
310;2.875290
320;2.770384
330;3.255758
340;2.817601
350;2.615367
360;2.322135
370;2.865198
380;2.575839
390;2.715204
400;2.553768
410;2.470396
420;2.798905
430;2.546105
440;2.318113
450;2.439776
460;2.458905
470;2.513679
480;2.448086
490;2.299094
500;2.398598
510;2.648922
520;2.157581
530;2.181395
540;2.365048
550;2.262897
560;2.189609
570;2.107648
580;2.129368
590;1.859355
600;2.035884
610;2.030140
620;2.047269
630;2.113244
640;1.887253
650;1.989462
660;1.810910
670;1.980919
680;1.810706
690;1.799015
700;1.911900
710;1.973848
720;1.688135
730;2.034816
740;1.761042
750;1.726764
760;1.426631
770;1.513148
780;1.577648
790;1.769455
800;1.638772
810;1.901098
820;1.714824
830;1.599947
840;1.729497
850;1.746204
860;1.568081
870;1.597021
880;1.348965
890;1.507244
900;1.444587
910;1.512466
920;1.652722
930;1.263574
940;1.170588
950;1.266231
960;1.160362
970;1.343221
980;1.361733
990;1.370685
1000;1.572088
1010;1.276264
