Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4460;-0.205153;0.072516;0.083650;-0.019323;0.292084
4470;0.314537;0.219397;0.135803;0.183249;0.051733
4480;-0.008216;0.129562;0.019833;0.041540;0.208110
4490;0.326907;0.176089;0.148901;0.192377;0.084203
4500;0.049240;0.024659;0.036800;0.044509;0.255357
4510;0.021284;0.074342;-0.068216;0.390387;0.149105
4520;0.122806;-0.058483;-0.034710;0.021741;0.061380
4530;0.178665;0.256988;0.322294;0.275675;0.350759
4540;-0.119719;0.297323;-0.037273;-0.156499;0.175894
4550;0.027084;-0.063335;0.294428;-0.160913;-0.034759
4560;0.326024;0.156762;-0.170715;-0.149853;0.135339
4570;0.314435;0.109072;0.180995;-0.081252;0.087187
4580;0.126019;0.262909;0.103881;0.188215;0.294074
4590;-0.455870;0.012070;-0.075100;0.323663;0.280254
4600;-0.014978;-0.208903;0.198736;0.366307;-0.010156
4610;-0.145587;0.296338;-0.273542;-0.001935;-0.007747
4620;0.075364;0.234668;0.111171;-0.040139;0.028051
4630;0.245047;0.149084;0.333783;0.325785;-0.104824
4640;-0.000483;0.034813;0.065835;0.159153;-0.074479
4650;0.131340;0.256474;0.077831;-0.042975;0.131644
4660;-0.089426;0.184702;0.028045;-0.067662;0.105009
4670;-0.000483;0.055581;-0.123733;-0.114913;0.024176
4680;0.116467;0.201098;-0.064819;0.326140;-0.058066
4690;-0.049396;-0.199347;0.238263;-0.228720;-0.024202
4700;-0.157062;-0.082658;-0.102479;0.007734;0.104968
4710;-0.159289;0.266768;0.066269;0.288712;0.121661
4720;0.238749;-0.117313;-0.006290;-0.092312;-0.054704
4730;0.377445;0.154513;-0.003388;0.520217;0.080282
4740;-0.216123;-0.049768;0.186807;-0.146879;0.263642
4750;0.071159;-0.144490;0.298631;0.168654;-0.042055
4760;-0.085040;0.048272;0.292023;-0.019328;0.328638
4770;-0.155146;0.021744;0.018372;-0.347035;0.017447
4780;-0.083634;-0.237630;-0.133509;0.323844;-0.027517
4790;0.072501;0.154652;-0.015950;0.014023;-0.059933
4800;0.049292;-0.044009;0.276299;-0.187643;0.168893
4810;0.084987;0.123489;0.142255;-0.164364;0.159770
4820;-0.346859;0.131788;0.000967;0.246832;0.176688
4830;-0.086091;0.321852;0.163946;-0.121299;-0.004830
4840;-0.199105;-0.072857;0.087082;0.069605;0.273579
4850;0.141028;0.144361;0.106398;0.087035;0.354672
4860;0.555972;0.499312;-0.187827;0.259680;0.238756
4870;0.052675;0.141576;-0.310011;-0.027103;-0.043482
4880;0.130034;0.240933;0.024628;0.049689;0.103800
4890;-0.026104;0.168129;0.117967;-0.089301;0.048773
4900;0.245137;-0.196483;0.371727;-0.117511;0.225569
4910;0.008692;0.039128;0.091321;-0.105526;0.169574
4920;0.083036;-0.211658;0.295932;0.070696;0.117994
4930;-0.024645;0.082115;0.165307;0.132993;-0.115958
4940;-0.062871;0.439057;0.093754;-0.146473;-0.255775
4950;-0.154792;0.249574;-0.046003;-0.054508;-0.124431
4960;-0.148086;0.159548;0.045471;0.198698;0.029491
4970;0.113111;0.085030;0.145878;0.131014;0.024694
4980;0.358633;0.266847;0.062896;0.155673;0.157808
4990;-0.111935;0.199174;-0.293791;0.014023;0.034321
5000;0.206384;0.044932;0.213327;0.059934;-0.100541
