Laser Delay [ns];TA [mOD]
-400;-0.411885
-390;0.182937
-380;-0.347700
-370;-0.412920
-360;-0.374278
-350;-0.168282
-340;-0.506362
-330;-0.323748
-320;-0.161395
-310;-0.256446
-300;-0.413374
-290;-0.256184
-280;-0.525757
-270;-0.339468
-260;-0.661142
-250;-0.512689
-240;-0.518834
-230;-0.492822
-220;-0.493515
-210;-0.070958
-200;-0.238274
-190;-0.259644
-180;-0.694936
-170;-0.095196
-160;-0.720841
-150;-0.367306
-140;-0.127630
-130;-0.260894
-120;-0.339547
-110;-0.367850
-100;-0.185563
-90;-0.192891
-80;-0.592835
-70;-0.288883
-60;0.168071
-50;-0.106039
-40;-0.499759
-30;-0.184455
-20;-0.325093
-10;-0.053782
0;1.638141
10;3.382808
20;5.500292
30;7.555412
40;9.369050
50;10.937026
60;13.003694
70;14.247727
80;15.806370
90;17.105896
100;18.990796
110;20.624189
120;21.625485
130;21.128823
140;20.679589
150;19.937399
160;19.697845
170;19.110555
180;19.147365
190;18.876199
200;18.653958
210;18.478131
220;17.592510
230;17.428311
240;17.274384
250;16.831539
260;16.729182
270;16.516814
280;15.816549
290;15.913269
300;15.576714
310;14.966139
320;15.498839
330;15.263667
340;14.348629
350;14.414074
360;14.072812
370;13.895489
380;13.418229
390;13.516804
400;13.180221
410;13.061689
420;12.950102
430;12.729315
440;12.066278
450;12.352180
460;12.046607
470;11.701465
480;11.483418
490;11.253697
500;11.256921
510;11.120567
520;10.856555
530;10.768842
540;10.297956
550;10.318375
560;10.101070
570;10.855546
580;9.684663
590;9.736221
600;9.535063
610;9.573158
620;9.115939
630;9.451092
640;8.895365
650;8.849238
660;9.149236
670;8.759368
680;7.959552
690;8.200232
700;8.336604
710;8.055135
720;8.092280
730;7.735017
740;7.833882
750;7.737318
760;7.459170
770;7.730075
780;7.216355
790;7.616584
800;6.943990
810;7.498959
820;6.520044
830;6.591417
840;6.445506
850;6.449337
860;6.623317
870;6.650329
880;6.403704
890;6.232811
900;6.282976
910;6.377553
920;6.112885
930;6.124715
940;5.800177
950;5.593653
960;5.274165
970;5.434506
980;5.433974
990;5.383667
1000;5.629917
1010;5.484827
1020;5.270379
1030;5.392689
1040;5.177401
1050;5.153281
1060;4.944428
1070;5.295269
1080;5.001559
1090;4.824081
1100;4.872871
1110;4.664600
1120;4.586689
1130;4.482493
1140;4.704533
1150;4.770494
1160;4.472867
1170;4.755702
1180;4.494266
1190;4.582593
1200;4.609068
1210;4.395941
1220;4.133796
1230;4.152364
1240;4.352489
1250;4.288244
1260;3.915201
1270;4.142581
1280;3.855762
