Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
950;7.330396;7.018385;7.208254;7.214755;7.053379
960;6.839051;6.851046;7.431176;7.042316;7.019090
970;6.970468;6.749970;6.993005;7.191810;7.132324
980;7.100299;6.801378;6.870869;6.742397;7.242308
990;6.732262;6.649014;6.805744;6.465980;6.667725
1000;6.647664;6.205927;6.779838;6.067286;6.896644
1010;6.850966;6.328704;6.378259;6.244002;6.466974
1020;6.963310;6.609362;6.101588;6.446122;6.283009
1030;6.505173;6.502346;6.466016;6.672324;6.272144
1040;6.260234;6.146824;6.222137;5.962369;6.780844
1050;6.487212;6.673283;5.937642;6.395148;6.174621
1060;6.311029;6.164098;6.120116;6.361238;6.642823
1070;6.157913;5.919454;6.094451;5.593003;6.214745
1080;6.089401;5.877757;5.393689;5.902341;6.058461
1090;5.874315;5.928001;6.242643;5.822972;6.117152
1100;6.165119;5.956188;5.849343;5.976513;5.845310
1110;6.326801;5.857893;6.034724;5.649318;6.262228
1120;6.250603;5.834609;5.128703;5.915959;5.964828
1130;5.802043;5.541497;5.684767;5.413571;5.797597
1140;5.774153;5.945324;5.438041;5.727533;5.171934
1150;5.635687;5.931011;5.667606;5.198635;5.629579
1160;5.533981;5.812041;5.445034;5.463792;5.599816
1170;5.380693;5.672066;5.353149;5.602007;5.625988
1180;5.441263;5.275303;5.211417;5.448572;5.604411
1190;5.445274;4.983664;5.696299;5.535567;5.226124
1200;5.253348;5.564435;5.486699;5.550849;5.272206
1210;5.241566;5.519509;5.217352;5.475766;4.964467
1220;4.766909;5.232113;4.897567;5.275819;5.293010
1230;5.172191;5.018904;5.352364;4.950030;5.077225
1240;4.981943;5.016161;4.841668;4.834289;4.992479
1250;4.856746;4.819881;4.794801;5.304914;4.774340
1260;4.953503;5.016134;5.061146;5.181198;5.046754
1270;4.915276;4.615267;4.931662;4.917209;5.240770
1280;4.762783;5.120217;5.042479;4.648987;5.119243
1290;4.245365;4.770720;5.100351;4.958410;4.450788
1300;5.009608;4.528501;4.692257;4.258816;4.857132
1310;5.066037;4.437599;4.730306;4.468246;4.704416
1320;4.185632;4.092923;4.598335;4.844561;5.025839
1330;4.683901;4.897746;4.784930;4.352443;4.543998
1340;4.770808;4.756179;4.506488;3.986131;4.874306
1350;4.174357;4.076509;4.723201;4.638198;4.408725
1360;4.060507;3.973850;4.405821;4.229358;4.268428
1370;4.290346;4.046561;4.096974;4.362904;4.784653
1380;4.202990;4.682247;3.840110;4.401617;4.118144
1390;3.967750;4.340387;4.727087;4.180726;4.311701
1400;4.056989;4.489530;3.809750;3.890269;3.823673
1410;4.660994;4.249481;4.323463;4.090353;4.489647
1420;4.206124;4.610048;4.114397;4.411421;4.214131
1430;4.279923;4.252503;4.211815;3.652417;3.931477
1440;4.269085;3.886696;3.829687;4.082101;3.770242
1450;3.697032;4.570598;3.810948;3.924531;3.994305
1460;3.629812;3.787804;3.945876;4.459502;4.115905
1470;3.959472;3.954738;3.796631;3.754124;4.196976
1480;3.812647;3.932658;4.136521;3.876741;4.021683
1490;3.772492;4.187826;3.977453;3.912816;3.790857
1500;3.684989;3.726863;4.205257;3.670646;3.953384
1510;3.361812;3.454205;3.749986;3.416603;3.353223
1520;4.110948;3.969123;3.652545;3.435916;3.669799
1530;3.802016;3.726638;3.745698;3.228325;4.150745
1540;3.441249;3.661493;3.497841;4.149203;3.241557
1550;3.407328;3.752116;3.797610;3.616404;3.795864
1560;3.378340;3.350388;3.123018;3.552413;3.826261
1570;3.686443;3.657059;3.500475;3.502266;3.560098
1580;3.455641;3.305261;3.315963;3.206614;3.135465
1590;3.295666;2.967914;3.702955;2.952914;3.566406
1600;3.223876;3.340074;3.160593;3.323373;3.547730
1610;3.576141;3.387759;3.427133;3.457879;3.122578
1620;3.589459;3.616578;3.564671;3.201944;3.331377
1630;3.095222;3.331841;3.543126;3.107017;3.173644
1640;2.638757;3.351096;3.543525;3.067716;3.389136
1650;2.874652;2.900239;3.226059;3.181590;3.281648
1660;3.223648;3.311690;3.152992;3.502423;3.159045
1670;2.861841;2.884926;3.049217;3.367425;2.952167
1680;3.705866;3.571072;3.210453;3.128790;3.211183
1690;3.276697;3.269342;3.272143;2.887684;3.421518
1700;3.175772;3.147041;2.725272;3.237667;2.689367
1710;3.297800;2.778543;3.024224;2.830587;3.128181
1720;2.654399;2.993872;2.889902;2.878177;2.778569
1730;2.872928;2.807324;3.191097;3.039463;2.823684
1740;2.988414;2.896561;3.294924;2.904928;2.734507
1750;3.103650;2.904233;3.316843;2.893481;3.024566
1760;2.558834;3.009538;2.815916;2.642519;2.946210
1770;2.838368;3.047422;2.931095;2.923501;2.564884
1780;2.813302;2.955635;2.867587;3.007588;2.863646
1790;2.250089;2.671135;3.189588;3.052675;2.823357
1800;2.692194;2.955482;2.590120;2.908808;2.403866
1810;3.046888;2.428846;2.644110;2.730440;2.624306
1820;2.544447;2.822485;2.426532;2.725101;3.048362
1830;2.581523;2.608472;2.564737;2.841805;2.874617
1840;2.695887;2.683317;2.571017;2.592778;2.416444
1850;2.915741;2.725000;2.649864;2.390005;2.604711
1860;2.633740;2.526836;2.609108;2.325750;2.688611
1870;2.355804;2.607108;2.568709;2.225359;2.474791
1880;2.353887;2.591655;2.333007;2.562395;2.922619
1890;2.577693;2.230372;2.886324;2.162203;2.693758
1900;2.814370;2.553282;2.479806;2.360015;2.546788
1910;2.520784;2.460791;2.655825;2.559856;2.394303
1920;2.587297;2.263680;2.394449;2.472130;2.251969
1930;2.496423;2.078831;2.569371;2.212303;2.573827
1940;2.365150;2.421858;2.460903;2.472077;2.613375
1950;2.262844;2.280676;2.695460;2.459222;2.241930
1960;2.466427;2.241936;2.506284;2.177491;2.777488
1970;2.204210;2.156510;2.591197;2.009586;2.082902
1980;2.344725;2.433866;2.726258;2.628143;2.264193
1990;2.413070;2.033361;2.211776;2.170999;2.434402
2000;2.062476;2.633680;2.354651;2.060060;2.350854
2010;2.424313;2.673252;2.053831;2.216503;2.746723
2020;2.427340;2.191345;2.268926;2.255873;2.039858
2030;2.158710;1.916126;2.290164;2.500038;2.257144
2040;2.222310;2.237020;2.279730;2.259256;1.810729
2050;2.134939;2.261258;2.396642;2.513873;2.698087
2060;2.080151;2.232837;2.166971;2.396299;2.191216
2070;2.086353;2.167435;2.107011;1.685912;2.182818
2080;1.759843;1.768868;1.974668;1.951740;1.906344
2090;2.388100;2.308031;2.306598;2.215788;2.178607
2100;2.342836;1.939505;2.208318;2.237174;2.251761
2110;1.713367;1.965264;2.082812;1.935489;1.892416
2120;2.260017;1.594110;1.891030;2.027240;2.062175
2130;2.022033;2.024262;1.497801;1.783116;2.305579
2140;2.184679;1.976952;2.060476;2.386689;1.752102
2150;2.010511;2.210514;2.062077;1.693246;1.761890
2160;1.963149;2.215777;1.957038;1.690035;2.180487
2170;1.789692;2.324292;2.102416;1.974570;2.050126
2180;2.349284;2.095765;2.150318;1.970776;2.081814
2190;1.654481;1.921023;2.038124;1.725884;2.329052
2200;1.743682;1.862939;1.802636;2.045925;1.849362
2210;1.784998;1.664469;1.856815;1.895135;1.858374
2220;2.377321;1.925903;1.387497;1.894247;1.759272
2230;1.866881;2.142360;1.989218;1.741067;2.234949
2240;2.005737;2.272296;1.973253;1.657843;1.980193
2250;1.888943;1.949458;1.715751;2.029693;1.987510
2260;2.061055;1.636184;2.119457;1.801695;1.693849
2270;2.027365;1.820950;1.465668;2.275276;1.904634
2280;2.086479;1.963647;1.923013;2.061410;1.647065
2290;1.520265;2.447244;1.927405;1.551982;2.127818
2300;1.753522;1.671560;1.770293;1.647690;1.934686
2310;1.902149;1.733638;2.045611;1.859764;1.529095
2320;1.768683;1.737973;1.958880;1.576930;1.735340
2330;1.338165;1.971227;1.707322;1.609662;1.697941
2340;1.623020;1.567088;1.871297;1.549278;1.401635
2350;1.591345;1.481175;1.693480;1.542176;1.928956
2360;1.794112;1.635299;1.813246;1.890696;1.441225
2370;1.718620;1.572140;1.762318;1.204978;1.657825
2380;1.318048;1.182135;1.776801;1.641410;1.969200
2390;1.537931;1.861540;1.874494;1.812418;1.444066
2400;1.764433;1.416463;1.718800;1.987698;1.895011
2410;1.408781;1.300415;1.547181;1.980141;1.601486
2420;1.666442;1.469843;1.237608;1.550937;1.845836
2430;1.352180;1.664893;1.655995;1.446280;2.033352
2440;1.631973;1.587916;1.275392;1.599493;1.896274
2450;1.939125;1.950705;1.629477;1.560422;1.143097
2460;1.248440;1.874999;1.464563;1.748404;1.570372
2470;1.544737;1.874181;1.641573;1.978704;1.944933
2480;1.344406;1.459098;1.386673;1.526210;1.534395
2490;1.282950;1.249044;1.120148;1.752500;1.340286
2500;1.669577;1.847223;1.366368;1.655641;1.434392
2510;1.122145;1.576637;1.507437;1.828241;1.589819
2520;1.871188;1.567365;1.766320;2.134278;1.193533
2530;1.614610;1.925936;1.500379;1.560217;1.118207
2540;1.084659;1.338812;1.578789;1.098704;1.527277
2550;1.579571;1.644196;1.479969;1.529985;1.395887
2560;1.220525;1.441534;1.689436;1.508198;1.531697
2570;1.581908;1.621175;1.431324;1.301372;1.738576
2580;1.322691;1.642125;1.495146;1.102600;1.612983
2590;1.254837;1.260546;1.384749;1.618882;1.070899
2600;1.722509;1.411387;1.409130;0.997917;1.620204
2610;1.456020;1.702691;1.458506;1.634156;1.045123
2620;1.331953;1.247369;1.779257;1.314311;1.517506
2630;1.466997;1.115684;1.070072;1.304022;1.574734
2640;1.374658;1.105286;1.359182;1.170507;1.270624
2650;1.387738;1.486427;1.615486;1.400362;1.904344
2660;1.329364;1.424911;1.420814;1.382564;1.396527
2670;1.290438;1.587585;1.299546;1.381231;1.191287
2680;1.593963;0.920475;1.364302;1.613691;1.664920
2690;1.677812;1.043911;1.649351;1.450388;1.358614
2700;1.164490;1.238601;1.479252;1.452612;1.204028
2710;1.204894;1.218202;1.530416;1.522578;1.614929
2720;1.338814;1.281847;1.276917;1.343610;1.569480
2730;1.047369;1.148986;1.312787;1.482426;1.204923
2740;1.258137;1.521955;1.030610;1.591279;1.367636
2750;1.426841;1.343096;1.342371;1.416058;1.108704
2760;0.948041;1.436641;1.136450;1.501138;1.229238
2770;1.355918;1.274066;1.258210;1.336749;0.682092
2780;1.183032;1.483255;1.247744;1.213146;1.349963
2790;1.555141;1.037241;1.321346;0.891322;1.507292
2800;1.187428;1.796944;1.169400;1.165892;1.203336
2810;1.082563;1.282195;1.278465;0.889654;1.234342
2820;1.297492;0.893478;1.432503;1.305267;1.377013
2830;1.558376;1.179365;0.953459;1.455900;1.642362
2840;1.463478;1.182863;1.651551;0.887427;1.078533
2850;1.542177;0.797941;1.184339;1.374872;1.223728
2860;1.436984;1.344269;1.288756;0.959661;0.841249
2870;1.524806;1.393846;1.286198;1.602504;1.516761
2880;1.270347;0.831686;1.512735;0.904571;1.153596
2890;1.060287;1.086177;1.482353;1.021680;1.071330
2900;1.194456;0.881348;1.064737;1.570479;1.208992
2910;1.338978;1.341751;1.070014;0.955230;1.337205
2920;1.056481;1.245766;1.420555;1.200320;1.265838
2930;1.032158;1.178025;1.268226;1.040176;0.884662
2940;1.239001;1.518668;1.668633;1.407339;1.133100
2950;1.295625;1.184240;1.202963;0.959178;0.965308
2960;1.544716;1.512966;1.057345;1.566903;1.659522
2970;1.267301;1.485488;1.252993;1.427424;1.455117
2980;1.223387;0.989240;1.162788;1.216895;1.286633
2990;0.953644;1.739552;1.182485;1.412815;0.961829
3000;1.149770;1.252960;0.702009;1.512172;1.544614
3010;1.051231;0.744981;1.071323;1.172155;1.554057
3020;0.661176;1.068379;0.759360;1.089360;1.070078
3030;0.927292;1.308348;1.043368;1.107943;0.930217
3040;1.257450;1.361712;0.962065;1.476339;1.179146
3050;1.209124;1.114360;1.256854;0.882033;0.906871
3060;1.136408;1.294714;1.001524;1.079913;1.122268
3070;1.315082;1.374360;1.170830;1.338789;1.281578
3080;1.322286;0.723489;1.053194;0.726854;1.221688
3090;0.981014;1.029191;1.160473;1.078089;1.278526
3100;1.010670;1.258898;1.203853;1.076640;1.397656
3110;1.540328;1.108406;0.919729;1.028485;0.934692
3120;1.185618;0.529305;1.047626;1.164297;1.294193
3130;1.211177;1.090946;1.273648;1.206644;0.932515
3140;0.751998;1.075729;1.334440;1.301583;0.779178
3150;1.042282;0.809701;1.567182;1.151643;1.013902
3160;0.901928;1.181809;0.413533;1.015041;1.558665
3170;1.168065;0.800831;1.248749;1.273106;1.059415
3180;1.300027;1.598187;1.364006;1.044073;1.329664
3190;0.951906;0.914550;0.868080;1.346416;1.365284
3200;1.177802;1.096921;0.899452;0.946761;1.184137
3210;1.272732;1.069196;0.696366;0.771878;0.841060
3220;0.716333;1.300415;0.603979;1.014400;1.100563
3230;1.032475;0.902426;0.991106;0.899427;0.998421
3240;0.882772;0.990751;0.518359;1.199545;0.882970
3250;0.850925;1.223609;1.017531;0.803154;1.357052
3260;0.701180;0.681169;0.970879;1.153034;1.167019
3270;1.200216;1.229689;1.248510;0.939881;1.271851
3280;1.358206;1.185461;1.010334;0.506192;1.048311
3290;1.150300;1.342889;1.010185;1.409018;1.404487
3300;1.132631;1.209154;0.843336;0.928662;1.271968
3310;0.741385;1.463052;0.868716;1.630296;0.998651
3320;0.835059;0.928832;1.163833;1.448934;0.444712
3330;0.785520;1.293395;1.254379;0.935244;0.946356
3340;0.863049;0.823857;1.161665;1.000661;0.790062
3350;1.052228;0.867459;0.224250;1.149938;1.095092
3360;0.808370;1.287850;1.178494;1.084317;1.295731
3370;0.869376;0.816253;0.874865;0.988930;1.058348
3380;0.983526;1.150743;0.697032;0.882532;0.883363
3390;1.347369;0.974562;1.014200;1.221307;0.628960
3400;0.958284;1.278384;1.323403;0.946848;0.938018
3410;0.869854;1.102389;1.096018;1.151550;1.054761
3420;1.293646;0.958114;1.048924;1.330230;0.735834
3430;0.985472;1.089198;1.312467;0.982679;0.963736
3440;0.818505;1.298166;0.924339;1.130929;1.012906
3450;0.533286;1.005714;1.063657;0.877635;0.871694
3460;1.033459;1.104468;0.940803;0.887675;1.359780
3470;1.015074;1.100228;1.067179;0.850188;1.172384
3480;1.021072;0.779936;1.032272;0.769870;1.261266
3490;0.627793;1.232975;0.887141;1.300060;0.730653
3500;1.016816;1.175453;1.397801;0.961766;1.250215
3510;0.867950;1.008798;1.320634;0.736593;1.351644
3520;0.956717;0.958701;0.679949;1.291728;0.814958
3530;1.028921;1.166646;0.853939;0.885401;0.930378
3540;1.033335;1.197147;0.698670;1.165182;0.765524
3550;1.105476;1.132031;1.062211;0.419496;1.318740
3560;1.131763;0.930196;0.903799;1.036042;0.793779
3570;0.506062;0.228122;0.668792;0.654966;0.550396
3580;0.735157;0.892719;1.325191;1.187991;0.844117
3590;0.859680;1.162396;0.753616;1.260274;1.408969
3600;0.961710;1.147924;1.222472;0.819273;1.317696
3610;0.996896;0.376305;1.365392;0.968981;0.769086
3620;0.727232;0.583817;0.905603;1.045339;0.830978
3630;0.775586;0.818105;0.643388;0.703916;0.870649
3640;0.665688;1.279741;0.812950;0.854773;0.540105
3650;1.132713;1.239094;0.558096;0.779302;1.579974
3660;0.880221;1.002600;0.565505;0.991328;1.299385
3670;1.235033;0.542669;0.969279;0.990766;1.073598
3680;1.156557;0.829034;0.680246;1.057621;1.147190
3690;1.083968;0.739459;1.197756;0.848232;0.650381
3700;0.769357;1.201517;0.995582;0.837812;0.790398
3710;1.069619;0.972941;0.992768;1.018725;0.715192
3720;1.079874;0.934221;1.569086;1.232703;0.480379
3730;1.272978;1.014077;0.755298;0.951093;0.763775
3740;0.989998;0.925511;0.865722;1.050927;0.982468
3750;1.205741;1.089790;0.873355;0.756793;0.841762
3760;0.773298;0.868230;0.380608;0.754406;0.786378
3770;0.988577;0.595403;0.835708;0.886174;0.990501
3780;0.894112;1.216453;1.140285;0.848537;0.890545
3790;0.901118;0.953885;0.761417;0.819700;1.309485
3800;1.237026;0.675537;0.657291;0.758124;0.984347
3810;1.305594;0.968118;1.106629;0.701192;0.716270
3820;0.757628;1.173822;0.540536;1.018040;1.182516
3830;0.779302;0.747244;0.636647;0.910586;1.072049
3840;0.854028;0.858757;1.265110;1.348351;0.837807
3850;0.768064;0.962491;1.162082;0.820335;0.749730
3860;0.926397;0.739423;0.726073;0.927681;0.659353
3870;0.450908;0.785023;1.188681;0.389845;0.930344
3880;0.911963;0.653381;1.105606;0.423709;0.558122
3890;1.112023;0.502395;0.878969;0.967071;0.865813
3900;1.081508;0.695380;1.083155;0.905421;1.208319
3910;1.087778;0.510026;0.904733;0.596816;0.957047
3920;1.156106;0.779627;0.772979;1.081373;0.739809
3930;0.997170;1.336984;1.088701;0.774555;0.877485
3940;0.720135;0.908856;1.016698;0.398454;1.154922
3950;0.954784;0.915506;0.654961;0.763304;1.158211
3960;0.492882;0.915151;0.826743;0.590520;0.961514
3970;0.943100;1.026008;0.813498;0.918426;0.939414
3980;0.839912;0.428833;0.988852;0.713713;1.177495
3990;0.752129;0.740928;0.672342;0.856752;1.197251
4000;0.755453;1.140980;0.877939;0.934179;0.884853
4010;1.087928;0.859674;0.787110;0.910611;0.776333
4020;1.131619;1.158562;0.970410;0.457949;0.804639
4030;0.532963;1.065346;1.022231;1.014500;1.118263
4040;1.171147;1.022738;0.975901;0.962023;1.098381
4050;1.154972;0.853767;0.988747;0.882425;0.631361
4060;1.042256;0.846854;0.913724;1.069286;0.720360
4070;0.889771;0.633494;0.639905;0.741739;0.361247
4080;0.846244;1.122573;1.016023;0.866001;1.074259
4090;0.943530;0.667646;1.125582;0.877348;0.936871
4100;0.707321;0.718543;1.398156;0.624513;1.173303
4110;1.098683;0.586468;0.908097;0.871489;0.856360
4120;0.761610;1.292026;0.780794;0.724797;0.874964
4130;0.942006;0.952332;0.554325;0.685763;0.785372
4140;0.843783;1.020055;1.268698;0.956630;0.198666
4150;1.183544;1.016644;0.795047;0.696180;1.061743
4160;0.662370;0.681308;0.775694;0.875348;0.714522
4170;0.333226;0.919500;0.778549;1.353901;0.807484
4180;0.670938;0.794104;0.990956;0.679310;1.126596
4190;1.004310;1.018525;0.507876;0.891577;1.148132
4200;0.959434;0.618298;0.607681;1.207413;0.914676
4210;0.885269;0.915687;1.014962;0.387672;0.861011
4220;0.961459;0.838104;0.485103;0.954658;1.123309
4230;0.911817;0.760477;0.781111;0.911135;1.054258
4240;0.516996;0.875840;0.704518;0.869353;0.782645
4250;0.987172;0.716092;0.739536;1.058280;0.692784
4260;0.913620;0.686203;0.505423;0.574512;1.076434
4270;0.787086;1.121655;0.806344;0.903669;0.835022
4280;0.907208;1.021130;0.643807;0.713976;1.349905
4290;0.536715;0.924308;1.108840;1.032288;0.774909
4300;0.731302;0.457988;0.719398;0.663285;0.711093
4310;0.814528;0.786154;0.695266;0.923271;1.161635
4320;0.707881;1.039482;0.826584;0.751672;0.582354
4330;0.930216;1.146972;0.443370;0.783543;1.324387
4340;0.717688;0.847483;1.001222;0.797375;0.620002
4350;1.009743;1.317410;0.764018;0.820268;1.041753
4360;0.823493;1.039582;0.920557;0.696046;1.318142
4370;0.959249;0.526533;0.548041;0.688792;0.872988
4380;0.913608;0.745535;1.239128;1.033044;0.549960
4390;0.741486;0.665605;0.525092;0.914260;1.142533
4400;1.096001;0.929690;0.619904;0.572413;0.698895
4410;0.834004;0.830599;0.743432;1.201503;0.630531
4420;0.657194;0.214005;0.614108;1.110938;0.843878
4430;0.749068;0.741889;1.027773;0.758190;0.767883
4440;0.597263;1.198050;0.686962;0.742076;0.558799
4450;0.818861;0.796396;0.794522;0.474632;0.850624
4460;0.730098;0.668329;0.733846;0.978902;0.826813
4470;0.940129;0.769926;0.985240;0.563108;0.722224
4480;0.676879;0.803771;0.380282;1.002211;1.035903
4490;0.708446;1.197330;1.365142;0.566238;0.929004
4500;0.685775;0.555486;0.881892;0.675567;0.571057
4510;1.052852;0.823781;0.727646;0.933028;0.989049
4520;1.083085;0.498899;0.991468;0.876064;0.746137
