Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
-50;-0.889368;-0.364397;-0.588135;-0.506048;-0.592446
-40;-0.437822;-0.345813;-0.279012;-0.390979;-0.560079
-30;-0.247699;-0.161899;-0.210316;-0.379558;-0.000535
-20;0.022429;-0.589527;-0.797982;-0.282233;-0.356073
-10;0.430289;0.328491;0.139250;0.267767;0.478841
0;2.462965;2.404083;1.755038;2.166151;1.785626
10;4.428054;4.302487;3.849606;4.353212;4.199787
20;6.698113;5.916785;5.233200;6.077980;5.474115
30;8.473686;7.442366;7.057106;7.263343;7.830697
40;10.034274;9.616779;9.647635;9.838141;9.938056
50;12.353832;11.564049;11.586588;11.426939;11.201886
60;13.772238;13.207406;12.771349;12.592105;13.107852
70;15.793465;14.927243;14.622347;14.594452;14.970501
80;17.692879;16.676158;16.112439;16.188125;16.358796
90;19.202911;18.327367;17.971984;18.005272;17.961139
100;21.259143;19.901581;19.782068;19.305071;19.815138
110;22.966706;21.147973;21.141498;20.977453;21.320767
120;23.696770;22.279832;22.138823;22.063456;22.206974
130;23.345990;21.368154;21.510762;21.839793;21.815541
140;22.568683;21.383268;21.247596;21.437671;21.196326
150;22.209281;21.350323;21.185960;20.666737;21.376016
160;22.086090;20.834395;20.645319;20.671989;20.696289
170;21.550634;20.296809;20.339107;20.244198;20.776997
180;21.195401;20.548432;19.644364;19.970297;19.824365
190;21.127904;19.735828;19.403620;19.777236;19.730269
200;20.760078;19.782590;19.550177;18.772319;19.604866
210;20.369700;19.183327;19.494215;18.564499;18.846909
220;19.941021;19.185583;18.565833;18.471198;19.264498
230;19.513482;18.176333;18.222903;18.584879;18.300721
240;19.060994;18.544298;18.294001;17.902613;17.992070
250;19.217541;17.718333;17.931917;17.722880;17.292006
260;18.348844;17.589916;17.327340;17.500193;18.143331
270;18.420280;17.848843;16.852235;17.403171;17.295856
280;17.853981;17.099964;17.261672;17.245655;17.088217
290;18.067496;16.670499;17.085991;16.691609;16.883869
300;17.699723;16.781353;16.295397;16.624379;16.134644
310;17.236439;16.545301;16.207193;16.319842;16.314733
320;16.902443;16.211542;15.574218;16.181453;15.878922
330;17.241584;15.713063;15.257770;15.697468;15.416772
340;16.165387;15.516060;15.302074;15.192698;15.096661
350;15.821541;15.417026;15.293323;15.242695;15.406585
360;15.638434;15.133286;15.051093;14.844690;15.020505
370;15.788530;14.770180;14.993828;14.753261;14.392898
380;15.593985;14.520496;14.479004;14.719731;14.327920
390;15.174808;14.459571;13.819912;14.346919;14.586839
400;14.810533;13.711213;14.000551;14.040555;14.322168
410;14.454014;13.910628;13.825081;13.799200;13.813124
420;14.306037;13.933444;13.526752;13.522701;13.123262
430;13.916498;13.765473;13.718567;13.383894;13.089759
440;13.978269;13.018496;13.017290;13.043100;12.982034
450;13.568744;13.052248;12.877560;12.881476;12.938759
460;12.967954;13.055846;12.711466;12.569070;12.823727
470;13.500741;12.883375;12.128645;12.436053;12.702645
480;12.751468;12.274663;12.260284;12.535139;12.597255
490;12.689880;12.120866;12.303196;11.762977;11.940486
500;12.787022;12.385372;11.996953;12.296314;11.751277
510;12.372763;11.504382;11.799326;11.809000;12.022636
520;12.066970;11.680499;11.235698;11.766669;11.466452
530;11.597454;11.125771;11.571894;11.164404;11.481088
540;11.695648;11.373827;11.180072;11.275543;11.414856
550;11.615004;11.493585;11.020553;10.738152;11.515903
560;11.960957;11.076295;10.880003;11.217266;11.140768
570;11.112128;11.031936;10.926270;10.603463;10.973091
580;11.054952;10.958795;10.532724;10.236720;10.645342
590;11.198798;10.658362;10.343732;10.269935;10.551670
600;10.888114;10.268305;10.197677;10.199776;10.213430
610;10.838121;10.550222;9.773849;10.232850;10.031417
620;10.353154;10.095879;9.693401;10.027558;9.732595
630;10.349096;10.053608;9.807561;9.510513;10.011662
640;10.256951;9.799223;9.774435;9.832645;9.791751
650;9.980629;9.714193;9.760216;9.647924;9.315099
660;9.604263;9.439567;9.563807;9.334882;9.955540
670;9.575504;9.125248;9.637063;8.909586;9.214611
680;9.059172;9.090251;9.103645;9.492356;9.290589
690;9.760570;8.908076;8.881321;9.184548;9.286884
700;9.633369;8.932582;8.918567;8.569750;8.539665
710;9.573933;8.759358;9.224640;8.532381;8.939883
720;8.478990;8.708743;8.423757;8.633952;8.669254
730;8.833865;8.888562;8.307502;8.606420;8.362589
740;9.115084;8.207384;8.451119;8.185301;8.437395
750;8.715198;8.277768;8.123461;7.715245;8.260134
760;8.228521;7.883265;8.694465;8.498302;7.924595
770;8.534103;7.872021;8.231944;7.753872;7.751028
780;8.527688;8.207887;7.942832;8.078308;7.606407
790;8.417952;7.694216;8.243772;7.690387;7.862652
800;7.567890;7.661381;7.602368;7.661221;7.601731
810;8.313689;8.032817;7.603460;7.643713;7.707647
820;7.970880;7.661904;7.408727;7.819658;7.620619
830;7.751151;7.486364;7.175811;7.534619;7.313320
840;7.742795;7.209615;7.370787;7.070609;7.265919
850;7.778972;7.186360;7.033506;7.194738;7.320560
860;7.613948;6.889108;7.117820;7.144410;7.218391
870;6.983469;6.918552;6.873371;6.895406;6.910802
880;6.707369;7.417908;7.191062;6.579761;6.786766
890;7.354081;7.132202;6.617997;6.530991;7.046298
900;6.966186;7.073368;6.811480;6.633628;6.313760
910;7.428476;6.737091;6.694834;6.542184;6.958058
920;7.064815;6.648922;6.485822;6.611856;6.305851
930;6.448379;6.738490;6.496578;6.696193;6.568837
940;6.372480;6.276505;6.143193;6.205137;6.228925
950;6.464201;6.406692;6.254666;6.364810;5.917915
960;6.383454;6.205977;6.153548;6.369267;6.673980
970;6.478859;6.046285;6.014573;5.772328;6.073034
980;6.344298;6.028869;6.143433;6.148320;5.911605
990;6.239468;6.046963;6.131951;5.913910;6.283368
1000;5.798217;5.703217;5.543952;5.634221;5.727130
1010;6.449930;6.025336;5.744479;5.638277;6.039693
1020;6.181300;5.561496;5.820894;6.067243;5.683988
1030;5.989828;5.702261;5.911632;5.816795;5.743736
1040;5.902394;5.765745;5.549769;5.839904;5.657312
1050;5.406773;5.801412;5.790345;5.827735;5.665358
1060;5.492556;6.048564;5.800824;5.062856;5.322887
1070;5.371083;5.603719;5.429934;5.352133;5.116610
1080;5.323004;5.124920;5.427386;5.467827;5.103988
1090;5.588897;5.335235;5.194126;5.619239;5.318497
1100;5.359561;5.462401;5.158195;5.548728;5.068165
1110;4.772381;4.894189;5.030262;5.031784;5.429621
1120;5.200324;5.204084;4.867503;4.814868;5.180123
1130;4.899866;5.006203;5.337373;5.332924;5.104595
1140;5.289668;5.163656;5.234032;5.208062;4.874984
1150;4.991470;4.712999;5.021465;4.475000;4.960024
1160;4.836445;4.625164;5.366747;5.352059;4.832395
1170;4.594278;5.209623;4.939044;5.250997;4.729657
1180;5.039780;4.749989;4.965253;5.003258;4.460366
1190;4.482796;4.815753;4.215559;4.812436;4.543917
1200;4.825956;4.660763;4.696724;4.737516;4.686726
1210;4.957330;4.667450;5.049603;4.962833;4.648632
1220;4.172124;4.844953;4.105162;4.441952;4.352994
1230;4.507503;5.035196;4.477906;4.577660;4.390332
1240;4.861211;4.632885;4.828137;4.736617;4.608737
1250;4.606870;4.416566;5.022583;4.380795;4.750154
1260;4.296023;4.715591;4.480490;4.409879;4.549517
1270;4.639513;3.984655;4.305953;4.470276;4.570565
1280;4.449231;4.668202;4.445797;4.341710;4.084818
1290;4.520289;4.175948;4.193854;4.442924;4.183825
1300;4.375531;4.047427;4.356074;4.318251;4.236200
1310;3.897730;4.205001;4.132839;4.295633;4.136081
1320;4.016396;4.082366;3.863461;3.978118;4.005455
1330;4.363036;4.134351;3.928330;3.915586;3.741778
1340;4.287744;3.929238;4.222036;3.421792;4.116502
1350;3.785006;4.072368;3.979780;4.071259;3.516919
1360;4.065043;3.702825;3.917142;3.775818;3.850428
1370;4.021211;3.978820;3.393527;4.006333;3.944990
1380;3.926573;3.945829;3.915646;3.945543;4.159454
1390;4.103171;3.761012;3.916123;3.820401;3.855669
1400;4.090239;3.691379;3.919597;3.677073;4.070357
1410;4.156435;3.951834;4.534077;3.621706;3.515591
1420;3.535750;3.860609;3.582546;3.545694;3.749900
1430;3.592965;3.909150;3.537828;4.058412;3.666488
1440;3.635003;3.482956;3.798300;3.693751;3.922379
1450;3.521302;3.758904;3.470716;3.373344;3.932331
1460;3.824020;4.046922;3.210022;3.665785;3.645174
1470;3.680390;3.706519;3.399510;3.360182;3.697620
1480;3.528436;3.678777;3.580300;3.524529;3.577708
1490;3.770863;4.133689;3.342318;3.454751;3.805866
1500;3.971602;3.663996;3.409188;3.667103;3.250950
1510;3.476404;3.449396;3.752944;3.920435;3.317876
1520;3.670797;3.641682;3.430080;3.224806;3.063137
1530;3.358833;3.133644;3.462994;3.281296;3.323337
1540;3.619036;3.485804;3.147742;3.040399;3.825728
1550;3.526532;3.314513;3.891446;3.429325;3.277080
1560;4.094293;3.258127;2.993342;3.249774;3.545177
1570;3.211226;2.989514;3.382956;3.279512;3.322580
1580;3.233266;2.750989;3.388373;3.278708;3.155272
1590;3.486484;3.189646;2.873264;3.140847;3.078217
1600;3.241951;3.494884;3.310865;3.121497;3.694231
1610;3.369187;3.269826;2.940070;3.285787;3.227966
1620;3.160189;3.097502;2.980194;2.552887;3.375793
1630;3.421547;3.446406;3.174583;3.393595;3.016361
1640;3.046426;3.579767;3.068757;3.228509;2.968891
1650;2.688632;3.093590;2.863687;3.358858;3.026673
1660;3.584341;2.837554;2.904747;2.503372;2.908220
1670;3.072619;3.484868;3.307461;2.804366;2.889554
1680;3.342075;2.967024;2.812342;3.133435;2.937368
1690;2.981797;2.966532;3.011882;3.034004;2.790662
1700;3.200132;2.869677;2.649571;2.938930;3.289437
1710;3.350637;2.607839;3.126618;2.818318;3.381911
1720;2.785429;3.051871;3.498837;2.792098;3.037731
1730;3.134828;3.048815;2.818241;3.051728;2.991578
1740;2.931030;3.286325;3.050977;2.579198;3.076969
1750;2.967806;2.986222;2.437820;2.725100;2.381438
1760;2.837815;2.883144;2.709596;2.908958;2.953520
1770;2.914373;2.724949;2.512492;3.122471;3.053259
1780;2.444839;2.840489;2.920977;3.271443;3.020910
1790;3.012466;2.899754;3.017709;2.801328;2.870698
1800;3.239523;2.854920;2.943867;2.866908;2.742218
1810;2.899238;2.379957;3.115973;2.577014;2.995096
1820;2.768938;2.892487;2.639359;2.936789;2.582772
1830;2.569389;2.632162;2.685560;3.074914;2.620745
1840;2.805333;2.584000;2.898661;2.873833;2.586110
1850;3.170986;3.189950;2.874112;3.216017;2.570030
1860;2.817271;2.449777;2.303601;2.675106;2.547842
1870;2.507567;2.689273;2.820654;2.459255;2.336391
1880;2.660081;3.014935;2.933697;2.738433;2.757398
1890;2.874352;2.609513;2.187751;2.416940;2.558150
1900;2.731856;2.691353;2.262331;2.434526;2.975649
1910;2.492585;2.211454;2.994503;2.235687;2.699972
1920;2.614530;2.746062;2.556996;2.530694;2.747570
1930;2.352573;2.257546;2.397327;2.857658;2.220574
1940;2.683284;2.288165;2.957313;2.394301;2.363385
1950;2.562869;2.445242;2.552117;2.484454;2.469380
1960;2.609066;2.476308;2.834599;2.487910;2.455535
1970;2.722040;2.204979;2.556330;2.135113;2.874303
1980;2.712718;2.780285;2.242365;2.437900;2.675624
1990;2.468710;2.545804;2.475695;2.742067;2.668891
2000;2.322974;2.486645;2.658449;2.984708;2.203643
2010;2.233840;2.938184;2.391629;2.327734;2.128190
2020;2.536188;2.064138;2.527239;2.604569;2.627182
2030;2.544468;2.379108;2.459850;2.549912;2.609039
2040;2.451135;2.306305;2.740788;2.392356;2.601716
2050;3.093546;2.222772;2.659096;2.577959;2.224768
2060;2.463444;2.761204;2.620807;2.560267;2.554991
2070;2.755305;2.539285;2.272228;2.429384;2.506977
2080;2.372854;2.217924;2.503975;2.611814;2.551514
2090;2.500276;2.246213;2.304019;2.576854;2.470876
2100;2.169955;2.419560;2.882268;2.253371;2.225031
2110;2.174477;2.307317;2.115270;2.212403;2.286728
2120;2.414650;1.799026;2.365292;2.159418;2.419765
2130;2.954204;2.832684;2.258336;2.300184;2.648991
2140;2.002916;2.646875;1.968364;2.178531;2.146168
2150;2.529445;2.459451;2.486486;2.096887;2.038967
2160;2.275513;2.436688;2.345329;2.298218;2.526188
2170;2.174485;2.758562;2.280084;2.155924;2.754200
2180;2.824248;2.299248;2.170677;2.377830;2.133623
2190;2.323065;2.197363;2.272407;2.739863;2.069533
2200;2.509172;2.399648;2.088736;2.361387;2.289558
2210;2.506069;2.303927;2.132582;2.576584;2.217535
2220;1.811292;2.584716;2.576136;2.062585;2.591852
2230;1.926803;2.417812;2.177276;2.305131;2.305970
2240;2.139872;2.540867;2.360145;2.263579;2.318741
2250;2.476746;2.455733;2.042986;1.922391;2.278657
2260;2.153295;2.081947;2.355353;2.084033;2.349539
2270;2.433915;2.215376;1.940964;2.277298;2.226944
2280;2.336068;2.256462;1.905864;2.093778;1.648943
2290;2.492147;2.305218;1.720416;2.513089;2.095948
2300;2.671128;2.177870;2.279139;2.314620;2.261453
2310;2.293226;1.958598;2.116777;2.182825;2.392947
2320;2.119026;2.216005;2.318848;1.788469;2.063585
2330;1.933781;1.892008;2.123282;1.953954;2.062037
2340;2.349982;2.231902;2.241296;1.876057;2.005397
2350;2.501517;2.098709;2.082024;1.894915;1.860555
2360;2.167092;2.091852;2.091970;2.010336;2.078451
2370;2.332415;2.135089;2.320947;1.653951;2.257788
2380;2.341117;2.349925;2.097229;2.245280;1.985133
2390;2.103634;1.860193;1.788463;2.440507;2.066236
2400;2.214706;2.329859;2.165931;1.896026;1.893339
2410;2.122499;2.031842;1.856876;2.274101;2.326648
2420;1.613999;2.195633;1.862681;2.138398;2.202383
2430;2.026384;2.362990;2.074235;2.340236;2.086318
2440;2.428027;2.117173;1.671439;2.010990;2.292625
2450;1.996829;2.035186;2.421088;2.491919;2.332431
2460;1.913942;2.515909;1.766623;2.341009;2.102274
2470;2.312935;2.086033;1.896394;2.139053;1.877074
2480;2.187336;1.693255;2.463054;2.005593;1.983643
2490;2.250270;2.082710;1.927862;2.393216;2.181132
2500;1.914754;1.961286;2.560140;2.443346;2.073289
2510;2.218625;2.436125;1.665763;2.072247;2.335954
2520;2.116697;1.980174;2.255412;1.679700;2.153178
2530;1.709171;2.281504;2.130500;2.242582;2.164710
2540;2.306167;2.117038;1.794394;2.176985;2.156618
2550;1.544933;2.157630;2.039375;2.121830;2.015178
2560;1.765139;2.219955;1.839528;1.723114;2.149843
2570;1.944333;2.000451;2.027650;2.069407;1.822759
2580;1.937497;1.867715;2.186400;2.110550;2.253890
2590;2.010656;1.844898;1.934181;2.047155;2.237899
2600;1.814949;1.893977;1.765572;2.031684;1.965220
2610;2.213026;2.226897;1.570123;1.954381;2.324621
2620;2.604118;2.476764;2.064348;2.250975;2.104673
2630;2.331390;2.057616;1.885976;1.949255;1.976629
2640;2.131396;1.640799;2.059137;2.170522;1.853248
2650;2.285519;2.152576;2.324258;1.948939;2.015967
2660;1.893993;2.297763;2.145492;2.465635;1.769021
2670;2.123563;2.512167;2.298273;2.097050;2.079861
2680;2.128143;2.195534;2.150946;1.985343;2.092294
2690;1.952472;2.295358;2.121558;1.794427;2.285093
2700;2.355140;2.211961;1.946443;1.665388;1.646317
2710;2.335225;1.831826;2.168366;2.002144;2.151726
2720;1.929458;2.113723;1.904445;1.783022;1.928818
2730;2.201998;1.884036;1.886579;2.208794;1.976372
2740;2.232389;1.981664;1.803197;2.399573;2.067600
2750;1.764032;2.370078;2.003253;1.687980;2.160259
2760;2.035916;2.027090;1.894396;2.431842;1.998652
2770;2.075955;2.211493;2.083782;1.629267;2.000514
2780;1.952777;1.505524;1.992374;1.415724;1.967623
2790;2.046511;1.900468;1.709694;2.508840;1.774268
2800;2.223512;2.125183;1.677573;2.055479;1.955377
2810;2.201532;1.936092;1.715618;2.330627;2.024973
2820;2.014435;1.971024;2.095384;2.089650;1.837343
2830;1.294195;1.519420;1.750039;1.928251;1.656979
2840;1.574191;2.485782;1.841246;2.289126;1.875006
2850;1.648562;1.976096;1.666891;1.864947;1.731074
2860;2.218702;1.915322;2.247040;1.915977;1.752351
2870;1.834533;2.236868;1.883916;2.185074;1.632149
2880;1.946740;2.164493;1.771944;1.860849;1.664543
2890;1.499404;2.092491;1.731119;1.931255;1.640992
2900;1.758149;2.177322;1.900994;2.124059;2.017199
2910;2.093778;1.828999;1.646990;2.057254;2.032988
2920;1.976078;2.063789;2.016808;2.078054;2.173401
2930;1.789430;2.219817;1.800939;1.974659;1.720404
2940;1.455088;2.394567;1.835611;2.107976;2.261058
2950;1.994358;2.282353;1.707294;1.963323;1.533736
2960;2.180830;2.117323;1.763913;1.938695;1.770303
2970;2.181662;1.910310;1.824983;1.951131;1.848050
2980;2.081541;1.621628;1.532643;1.896980;1.953608
2990;2.236115;2.101330;1.901559;1.521644;1.775408
3000;1.488652;1.868428;2.216744;2.060279;1.839653
3010;2.235307;1.421479;1.783320;2.150588;2.300564
3020;1.551137;1.850106;1.644613;2.200401;2.119011
3030;2.231873;2.225778;1.904447;2.011715;1.670189
3040;2.148758;1.447540;1.542788;1.753784;2.155398
3050;2.493814;1.850370;1.687275;1.880022;1.462448
3060;1.856768;1.508937;2.124328;2.008797;1.659185
3070;2.239453;1.981334;2.238414;2.206424;1.931090
3080;2.016966;2.047693;2.161159;2.273072;1.765111
3090;2.463537;1.868061;2.139801;1.883491;1.477140
3100;1.999933;1.747125;1.933367;1.661122;1.945334
3110;2.247519;1.854343;1.613663;1.653288;2.261731
3120;2.282341;1.756045;1.962280;2.245999;2.017770
3130;2.055416;2.391734;1.949588;2.021114;2.049598
3140;2.244793;1.912944;1.958696;2.175056;1.935059
3150;2.142659;1.916030;1.800716;1.694553;1.772964
3160;1.838000;1.885484;1.873772;1.993117;2.038155
3170;2.083514;2.186652;1.847056;2.094063;2.042609
3180;1.861058;1.449955;1.826063;1.770897;1.809764
3190;1.991333;1.746179;1.907436;2.001706;2.099880
3200;1.865747;2.189062;1.952978;2.312854;1.565128
3210;2.098669;2.053248;1.961063;1.926969;1.783025
3220;1.861922;1.605474;1.910180;1.645052;1.994628
3230;1.972630;1.928701;1.901108;1.787574;2.255761
3240;1.849460;1.730822;2.024202;2.385543;1.992111
3250;2.198984;1.889851;1.895520;2.173193;1.903060
3260;2.247837;2.062308;1.884044;1.513912;1.733365
3270;1.643409;1.640549;1.832944;1.689969;1.681116
3280;1.744511;1.750969;1.590670;1.623380;1.754447
3290;1.819880;2.333689;1.815240;2.149165;2.388212
3300;2.256981;1.679249;2.163843;1.980681;1.783527
3310;1.798697;1.808475;1.465705;2.121927;1.938236
3320;1.471453;1.934415;1.751209;1.404503;1.949080
3330;1.721682;2.090303;1.758680;1.509095;2.039894
3340;1.487777;2.179962;1.727599;1.766380;1.574863
3350;2.009705;1.638398;2.056513;2.508809;1.631218
3360;2.229297;1.824318;1.567024;1.393608;1.628322
3370;1.753480;1.817869;1.918025;1.589658;1.918554
3380;1.836585;2.165112;1.748961;1.816541;1.913558
3390;2.062237;2.045787;1.579550;2.069872;1.750557
3400;1.894998;1.924954;1.646138;1.899973;1.753653
3410;1.897620;1.774014;2.029512;2.028413;1.614068
3420;1.722777;1.693884;1.879640;1.705470;1.914702
3430;1.934601;1.806078;1.874330;1.844991;1.397559
3440;2.146655;1.604704;1.739591;1.687063;2.019867
3450;1.671298;1.927003;2.091733;1.770307;2.103570
3460;2.177639;2.055575;1.874578;1.851130;2.174962
3470;1.580015;1.868827;2.250136;2.156184;1.592918
3480;1.763889;1.671160;1.803509;2.110027;2.156920
3490;2.170679;1.646812;1.678048;2.139238;1.778382
3500;1.912381;2.472488;1.710362;1.452428;2.011684
3510;1.934127;2.088725;1.886190;1.631455;1.625981
3520;2.027386;1.542707;1.804252;1.770726;1.786135
3530;1.943489;1.856459;1.936686;2.053470;1.867407
3540;1.986879;1.724543;1.707511;1.923195;1.461692
3550;1.672409;1.953809;2.266354;1.958445;1.880882
3560;1.827682;1.674951;1.059491;1.821900;1.863915
3570;1.714350;1.773707;2.011663;1.868724;1.582642
3580;2.175557;1.869251;1.669349;2.201041;1.766661
3590;1.887509;1.851759;2.192332;1.361197;1.747071
3600;1.974120;1.983726;2.045317;1.806626;1.968311
3610;1.555428;1.694998;2.127528;1.823404;1.803893
3620;1.684691;1.694836;1.808114;1.659105;1.723093
3630;1.591149;2.091293;1.632023;2.194099;1.874209
3640;1.454579;1.917336;1.869469;1.842346;2.006224
3650;2.055257;1.598716;1.860703;1.610843;1.901265
3660;1.624568;2.195934;1.649093;1.812972;2.018956
3670;1.703122;2.060900;1.908534;2.020949;1.778332
3680;2.104947;2.548131;1.800852;1.650533;1.594708
3690;2.578605;1.872547;2.264095;1.679016;1.635749
3700;2.117690;1.799968;2.275487;1.965172;1.843167
3710;2.092468;1.792834;1.997260;1.920859;1.741036
3720;1.724180;1.662784;2.075527;2.071622;1.731881
3730;1.976876;1.999083;1.739522;1.565318;1.866878
3740;1.722742;2.043545;1.684660;2.140042;2.098848
3750;1.691942;2.072742;2.148542;1.820242;1.957650
3760;1.830664;1.924426;1.736192;2.035324;2.134297
3770;1.776332;1.959935;1.722783;1.992185;1.879226
3780;1.775677;1.928097;1.642944;2.018424;2.178055
3790;2.073207;1.745530;1.611126;1.721164;1.651170
3800;1.799575;1.700312;1.735699;2.148729;1.795333
3810;2.126065;2.034227;1.581128;2.026278;1.606987
3820;1.512896;1.978104;1.580628;1.886736;2.269735
3830;1.514662;1.801688;2.146704;1.735978;2.348204
3840;1.789804;2.068239;1.537777;1.841155;2.208262
3850;2.032603;1.910703;2.035354;1.611146;1.737838
3860;1.627858;2.398560;2.051611;1.791724;1.835502
3870;1.915902;1.746654;2.196172;2.013550;1.458210
3880;1.901858;1.559274;1.748557;1.374188;2.027465
3890;1.997744;1.935861;2.093372;1.886860;1.628998
3900;2.014840;1.460754;2.072686;1.809692;1.866206
3910;1.693261;2.058537;1.969466;1.876408;1.871712
3920;1.729984;2.035526;1.959545;1.524440;1.808719
3930;2.132642;2.066670;1.948564;1.882902;2.045558
3940;1.674609;2.037364;2.106823;1.951150;2.002680
3950;2.057572;2.076579;1.704769;1.773196;1.381819
3960;2.058569;2.272523;1.937818;2.296852;2.012983
3970;1.666046;2.120897;2.400830;1.557143;1.654648
3980;1.801586;1.491473;1.668251;1.631807;2.424897
3990;1.609998;1.669181;1.948471;2.099014;2.068796
4000;2.258277;1.914866;2.077778;1.895370;1.947304
4010;1.449682;1.821102;1.732702;1.625014;2.174025
4020;1.504249;1.730923;2.023432;2.199842;1.831977
4030;1.587146;1.729795;1.867811;2.110639;1.970015
4040;1.952791;2.004855;1.964835;1.538822;2.035781
4050;2.484208;2.099673;1.769141;1.763420;1.937355
4060;1.761856;2.182593;1.704695;1.624705;2.091239
4070;2.290196;2.125546;1.568353;1.699832;1.801947
4080;1.681799;1.957758;1.422510;1.886940;1.738947
4090;1.961814;1.492739;1.867205;1.670331;1.612986
4100;1.679456;1.974714;1.737356;1.280928;2.068575
4110;1.719171;2.242930;2.097127;2.087829;2.053094
4120;2.334881;2.098277;1.807810;1.811692;1.907610
4130;2.135206;1.765901;1.659360;1.975977;1.656584
4140;2.166107;1.564037;1.684770;1.639780;1.837443
4150;2.101728;1.779393;1.926926;1.973130;2.057636
4160;2.045524;1.870463;1.551955;1.487931;2.067747
4170;1.754539;2.002193;2.076959;1.890167;2.038141
4180;2.093440;2.013366;1.969979;1.754670;1.691866
4190;2.044546;2.121887;1.892029;1.690909;1.834672
4200;1.881297;1.626298;1.579200;1.420309;1.998697
4210;1.506892;1.423872;1.683305;1.832445;1.520922
4220;1.499469;1.555700;1.993876;1.764503;1.956218
4230;1.884149;2.133839;1.973604;2.035715;1.914398
4240;1.957974;2.320249;1.932709;1.784624;1.931816
4250;1.508885;1.721088;1.756842;1.967950;1.589825
4260;1.755788;1.940261;1.587502;1.915261;1.549317
4270;1.868623;2.002551;1.793766;1.740920;1.996702
4280;1.885267;1.592326;2.030977;1.723185;1.718846
4290;1.869191;1.643911;2.059306;1.476396;1.834716
4300;1.720422;1.757332;1.600851;2.028338;1.550036
4310;2.440467;1.899210;1.882464;1.557231;2.364985
4320;1.799836;1.648591;1.653069;1.963434;2.196401
4330;1.815539;2.190098;2.234610;2.054568;1.605039
4340;1.801403;1.820362;2.080302;1.800480;1.903233
4350;2.000858;1.633696;1.890023;1.662067;1.712317
4360;1.851086;1.866877;2.002198;1.592590;1.469839
4370;1.645650;1.854727;1.705937;1.739581;1.845514
4380;1.306723;1.572599;1.790198;1.431517;1.744771
4390;1.803726;1.824265;1.530283;2.244058;1.509294
4400;1.433135;1.857653;1.934566;2.044048;1.703477
4410;1.971367;1.996842;1.938937;1.866030;1.780677
4420;2.272726;2.323289;1.627772;1.830308;2.028323
4430;2.176231;1.653214;2.041013;1.878003;1.702331
4440;2.001756;2.096530;1.770074;2.094847;1.608683
4450;2.038677;1.952086;2.004007;2.078050;1.752949
4460;1.757845;2.148716;1.833035;1.693562;1.784072
4470;1.827955;1.777773;1.624250;1.803803;1.845198
4480;1.640536;1.808239;1.751519;2.101381;1.980487
4490;1.292216;1.730551;1.787781;1.953495;1.652157
4500;1.742104;1.949720;2.087538;2.091636;1.834875
4510;1.519717;1.869988;1.931019;1.979026;1.961211
4520;2.148534;2.134609;1.885034;1.647580;1.833929
