Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
1180;5.337370;5.216427;5.518790;5.659192;5.375785
1190;5.478286;5.412775;5.611833;5.180321;5.501854
1200;5.023607;5.306802;5.332234;5.137746;5.256365
1210;5.401783;5.229864;5.636519;4.970684;5.379209
1220;5.115590;5.141535;5.636219;5.007628;5.158057
1230;4.950194;4.748386;4.907324;5.031050;5.161870
1240;5.051601;4.933562;4.895414;5.154567;4.793247
1250;4.853603;4.947244;4.942370;4.619748;5.098560
1260;5.050016;4.875576;4.713267;4.844106;4.707139
1270;4.698008;4.953141;4.955165;5.001390;4.848656
1280;4.841302;4.927089;4.503958;5.080426;5.129220
1290;5.328957;4.630296;4.705081;4.698966;4.801723
1300;4.130747;4.601945;5.019370;4.338447;4.756702
1310;4.746867;4.600867;4.868163;4.477078;4.798013
1320;4.483556;4.789070;4.445667;4.368230;4.419728
1330;4.526829;4.601596;4.782523;4.498050;4.180702
1340;4.747385;4.442336;4.569291;4.330824;4.727184
1350;4.509234;4.471439;4.437707;4.206747;4.375804
1360;4.315222;4.357608;4.346010;4.800905;4.555638
1370;4.538170;4.481935;4.689914;4.474862;4.316891
1380;3.983321;4.518751;4.574021;4.285757;4.354031
1390;4.248864;4.309889;4.201669;4.351727;4.062289
1400;4.008756;4.221851;3.945598;4.078407;3.947133
1410;3.849335;4.372088;4.376682;3.961983;4.402870
1420;4.048600;3.988008;4.547788;4.365728;4.058882
1430;4.196673;4.098921;4.379305;3.787001;4.038280
1440;4.421378;4.006579;3.972021;3.967795;4.213854
1450;4.315589;3.725203;3.976760;4.025104;4.049701
1460;4.187064;4.028152;3.739177;3.987503;3.933443
1470;3.885833;4.014418;4.081566;3.869055;4.123803
1480;4.016901;3.935357;3.910732;4.107852;3.974321
1490;3.717173;3.926167;4.030303;3.884863;3.831691
1500;4.162171;3.699371;4.100430;3.554310;3.759104
1510;3.754881;3.790197;3.750420;3.552767;3.799469
1520;3.612949;3.640482;3.791024;3.514713;3.738116
1530;3.772855;4.200257;3.836977;3.905460;3.724598
1540;3.554061;3.755063;3.869322;3.788188;3.429475
1550;3.506494;3.621549;3.438422;3.350165;3.675138
1560;3.683998;3.613043;3.585906;3.506066;3.838667
1570;3.634469;3.467698;3.656069;3.397761;3.657976
1580;3.780892;3.446925;3.511251;3.788331;3.357382
1590;3.515677;3.520629;3.718876;3.411852;3.406013
1600;3.409690;3.535838;3.993502;3.403125;3.437870
1610;3.600292;3.611780;3.445603;3.654569;3.461726
1620;3.341554;3.575317;3.336233;3.597308;3.707659
1630;3.389087;3.175939;3.207829;3.202429;3.513110
1640;3.139372;3.293546;3.456351;3.357331;3.387575
1650;3.155932;3.317475;3.152929;3.267061;3.075956
1660;3.481158;3.447786;2.974590;3.055414;3.239825
1670;3.400555;3.078099;3.077248;2.930628;3.536254
1680;3.368634;3.181043;3.510016;3.399941;3.309454
1690;3.365143;3.055974;3.561155;3.571798;3.241739
1700;3.142910;3.284061;3.026668;3.325115;3.276583
1710;3.176370;3.124037;3.214773;3.352598;3.334306
1720;3.329739;3.257540;3.147378;3.151218;3.166260
1730;2.862725;2.806890;3.015898;3.029479;2.877991
1740;3.150655;2.990543;3.127797;2.984717;3.167071
1750;3.253073;2.946735;2.773001;2.963493;2.941189
1760;2.957281;3.245230;2.855582;3.088312;2.731256
1770;3.320806;3.028231;3.078336;2.970877;2.973536
1780;2.795773;3.065818;2.999388;3.024980;3.074454
1790;2.688421;3.061538;3.062237;2.561992;3.215467
1800;2.839953;3.166224;2.727420;2.881248;2.781997
1810;3.050236;2.919892;2.811228;2.974320;2.885927
1820;3.001267;2.683503;2.935380;2.750145;2.558903
1830;2.705795;2.878125;2.906556;2.804141;2.507514
1840;2.903973;3.249153;2.899242;2.896440;2.822544
1850;2.644532;2.728510;2.853656;2.703114;2.683929
1860;2.736542;2.976931;2.821804;2.883614;2.853484
1870;2.509589;2.361496;2.547703;2.691740;2.734669
1880;2.776748;2.832245;2.620802;2.798444;2.641318
1890;2.913834;2.831035;2.700953;2.904574;2.960672
1900;3.054080;2.824367;2.639442;2.677900;2.628229
1910;2.887122;2.513091;2.557911;2.820196;2.767634
1920;2.900428;2.756085;2.508001;2.678172;3.061340
1930;2.762650;2.545412;2.523807;2.719261;2.711283
1940;2.546339;2.452463;2.796258;2.452090;2.769168
1950;2.675937;2.528716;2.556203;2.631155;2.521800
1960;2.275856;2.820455;2.691964;2.735117;2.859327
1970;2.313960;2.549370;2.731449;2.159874;2.393011
1980;2.563865;2.541282;2.512181;2.441136;2.182134
1990;2.730368;2.423227;2.534253;2.276401;2.455119
2000;2.314713;2.455355;2.461146;2.614350;2.530173
2010;2.388195;2.467819;2.203356;2.399125;2.425200
2020;2.120935;2.484907;2.345890;2.645927;2.478865
2030;2.681920;2.603685;2.239462;2.598675;2.488795
2040;2.869182;2.834510;2.539148;2.411485;2.687627
2050;2.380722;2.232108;2.298786;2.478366;2.597055
2060;2.645120;2.617289;2.513427;2.277610;2.449847
2070;2.090829;2.641861;2.573927;2.720974;2.411245
2080;2.535629;2.295712;2.617357;2.388575;2.341060
2090;2.331342;2.535252;2.419627;2.391014;2.178266
2100;2.322873;2.381434;2.364101;2.295850;2.357918
2110;2.299681;2.435842;2.326917;2.172058;2.419828
2120;2.528427;2.599565;2.451975;2.621399;2.366578
2130;2.141671;2.137066;2.368075;2.462060;2.577406
2140;2.402668;2.283407;2.382190;2.305293;2.326725
2150;2.282693;2.106202;2.188502;1.883998;2.279123
2160;2.376121;2.188951;2.111771;2.117274;2.264592
2170;2.293684;2.189278;2.241303;2.355137;2.392490
2180;2.441204;2.078781;2.696695;2.230746;2.108492
2190;2.473391;2.251351;2.255626;2.458259;2.206929
2200;1.944345;2.323801;2.400165;2.116917;2.153967
2210;2.252313;2.403961;2.071950;2.196906;1.997170
2220;2.249130;2.136806;2.322921;2.409597;2.091990
2230;1.999746;2.041966;2.037828;2.139804;2.065173
2240;2.417957;1.975985;2.109552;2.203430;2.149899
2250;2.413785;2.466557;2.398875;1.922719;2.134577
2260;1.964623;2.001828;2.305753;2.444302;2.137815
2270;2.164028;2.175897;2.071470;2.225448;2.296617
2280;2.455910;2.444565;2.173904;2.285124;2.258569
2290;2.295786;2.558944;2.109182;1.944606;2.384522
2300;2.147106;2.230099;1.837061;2.032112;1.896084
2310;1.832683;2.359687;2.267221;2.000450;2.120928
2320;1.952877;2.134634;2.279572;1.791925;1.910945
2330;2.282757;2.109547;2.144056;2.148440;2.183212
2340;2.147642;2.225299;1.989430;2.500546;2.066953
2350;1.926051;2.048886;1.964035;2.180016;2.009238
2360;1.892016;1.891234;2.008668;2.119599;2.193315
2370;2.054927;2.345495;1.977487;1.928827;2.267098
2380;2.225280;1.951184;2.119813;1.975301;1.948929
2390;1.933132;1.875547;2.447505;2.015652;2.019124
2400;2.199444;2.357099;2.278459;1.959151;2.043872
2410;1.827124;2.225467;1.732199;2.127995;1.849959
2420;2.189670;2.060797;2.285839;1.797673;2.294112
2430;1.807812;1.996173;1.818762;1.754001;2.049972
2440;2.150563;2.304410;2.177334;1.923733;1.852932
2450;2.019591;1.854895;1.895089;1.995787;2.147618
2460;2.115325;1.810671;1.862202;1.981866;2.003953
2470;2.224797;2.005845;2.134223;1.859074;1.951914
2480;2.015741;1.981067;1.813787;1.924742;2.201585
2490;1.795666;2.047067;1.711853;1.949411;1.905174
2500;1.936196;2.010048;2.002284;2.164268;1.665611
2510;2.150856;2.009567;1.943360;1.975787;1.787491
2520;1.987829;1.850874;1.745845;1.393608;1.854775
2530;2.120582;1.971599;2.004091;1.617841;2.032363
2540;1.931137;1.747966;1.825002;1.908628;2.011042
2550;1.494921;1.904717;1.745298;2.262359;2.066798
2560;2.105959;1.845158;1.671609;2.008024;2.036142
2570;1.619310;1.951908;1.776657;1.768421;2.032450
2580;1.945409;1.833339;1.919769;1.899191;1.909158
2590;1.938978;1.866916;1.756538;1.728549;1.669291
2600;1.636063;1.799170;2.193831;1.750849;1.868163
2610;1.705016;1.701448;1.776479;1.829813;2.148857
2620;1.794674;1.839081;1.854024;1.679722;1.919080
2630;1.849948;1.901225;1.621721;1.847146;1.706426
2640;1.670939;1.791662;1.644217;2.123378;1.635640
2650;1.821082;1.615948;1.993472;1.649537;1.811553
2660;1.755089;2.038117;2.018857;1.704689;1.709287
2670;1.729244;2.406361;1.875559;1.854086;1.589762
2680;1.549870;1.801242;1.524192;1.937753;1.716797
2690;1.925295;1.588219;1.769302;1.796011;1.648433
2700;1.943370;1.928825;1.750349;2.000791;1.738346
2710;1.474296;1.849239;1.708896;1.986614;1.882362
2720;1.891658;1.750301;1.935560;1.962393;1.768851
2730;2.002099;1.983317;1.875706;1.877647;1.885299
2740;1.507543;1.569953;1.593511;1.696388;1.590706
2750;1.829295;1.675589;1.755833;1.641069;1.672089
2760;1.977625;1.837631;1.733447;1.735046;1.622371
2770;1.634173;1.865114;1.691328;1.711551;1.699411
2780;1.838458;1.912372;1.648855;1.602657;1.632744
2790;1.725560;1.594310;1.641054;1.851116;1.762470
2800;1.845314;1.853882;1.799984;1.682666;1.788448
2810;1.660998;1.399410;1.559466;1.978295;1.612224
2820;1.788995;1.692359;1.748696;1.936586;1.433209
2830;1.498704;1.640973;1.954356;1.841298;1.664373
2840;1.805956;1.661753;1.645316;1.809248;1.624459
2850;1.448951;1.633422;1.663055;1.903776;1.523348
2860;1.415774;1.758102;1.478700;1.693284;1.574075
2870;1.747141;1.450433;1.728185;1.541658;1.591223
2880;2.040644;1.718645;1.573145;1.875424;1.766199
2890;1.711368;1.753546;1.699222;1.665437;1.669960
2900;1.632588;1.848426;1.904783;1.575822;1.725620
2910;1.684109;1.608612;1.365776;1.871772;1.666016
2920;1.570651;1.689111;1.826803;1.687582;1.626736
2930;1.755100;1.405896;1.616045;1.868500;1.606360
2940;1.788191;1.768143;1.608413;1.448412;1.469081
2950;1.867556;1.538007;1.660312;1.750341;1.609022
2960;1.947216;1.789046;1.624062;1.770935;1.699018
2970;1.609041;1.696016;1.637011;1.542051;1.429972
2980;1.919415;2.010245;1.466743;1.486217;1.908900
2990;1.659718;1.797717;1.644196;1.722030;1.633111
3000;1.663978;1.776154;1.488968;1.757316;1.582486
3010;1.743032;1.696355;1.575530;1.593786;1.426679
3020;1.741048;1.596730;1.896868;1.735196;1.493622
3030;1.595009;1.657134;2.097181;1.591598;1.646428
3040;1.783660;1.572120;1.464211;1.558417;1.899717
3050;1.715694;1.757459;1.854806;1.407002;1.689396
3060;1.720079;1.557096;1.657239;1.707844;1.590457
3070;1.743351;1.640116;1.706556;1.851815;1.504373
3080;1.844307;1.709163;1.920707;1.638493;1.569971
3090;1.728816;1.500379;1.716367;1.695098;1.679896
3100;1.318845;1.213638;1.521264;1.857982;1.919089
3110;1.604501;1.800829;1.476197;1.449598;1.527595
3120;1.551536;1.282618;1.666962;1.825996;1.461184
3130;1.357035;1.610062;1.621672;1.539745;1.560214
3140;1.764829;1.654275;1.344011;1.559858;1.876073
3150;1.344641;1.624634;1.584342;1.668700;1.369465
3160;1.292968;1.671633;1.672628;1.701970;1.594239
3170;1.774687;1.605337;1.578921;1.724733;1.665030
3180;1.391568;1.577025;1.709034;1.626094;1.695196
3190;1.542591;1.531828;1.611859;1.777956;1.692462
3200;1.517068;1.601834;1.495087;1.568477;1.405209
3210;1.670415;1.378378;2.054369;1.443327;1.444929
3220;1.245516;1.706227;1.561127;1.344070;1.457311
3230;1.464177;1.806252;1.478073;1.275480;1.414656
3240;1.564793;1.458004;1.412452;1.234655;1.603392
3250;1.458346;1.397847;1.565964;1.547914;1.764522
3260;1.517281;1.808551;1.702345;1.806467;1.529705
3270;1.473016;1.268741;1.647047;1.603248;1.640059
3280;1.613958;1.711287;1.532712;1.589287;1.533914
3290;1.473839;1.417694;1.847011;1.463152;1.471978
3300;1.562072;1.778488;1.708382;1.882254;1.490924
3310;1.708215;1.455545;1.357109;1.400825;1.367609
3320;1.143367;1.615451;1.612353;1.264991;1.093889
3330;1.631493;1.441054;1.579362;1.366015;1.611950
3340;1.275872;1.715692;1.506699;1.792404;1.625099
3350;1.637970;1.863818;1.601139;1.491969;1.528173
3360;1.583958;1.341195;1.370116;1.458683;1.628012
3370;1.874630;1.832442;1.610137;1.549759;1.376322
3380;1.558387;1.642119;1.364802;1.520808;1.604847
3390;1.241152;1.569790;1.609313;1.561840;1.281835
3400;1.642690;1.522245;1.667239;1.497503;1.576305
3410;1.631901;1.471644;1.255308;1.500084;1.508140
3420;1.406463;1.397753;0.865180;1.226290;1.368241
3430;1.791686;1.326373;1.395542;1.214215;1.478756
3440;1.402706;1.585201;1.592596;1.435803;1.313670
3450;1.400334;1.668208;1.583844;1.619006;1.519200
3460;1.617151;1.501230;1.425556;1.363612;1.313295
3470;1.410313;1.406077;1.735186;1.570281;1.765385
3480;1.557503;1.534596;1.996547;1.841727;1.292970
3490;1.530747;1.685280;1.527276;1.392098;1.774663
3500;1.293897;1.492509;1.453849;1.542828;1.651583
3510;1.460561;1.485889;1.494467;1.500546;1.622482
3520;1.574736;1.393433;1.622139;1.695523;1.334300
3530;1.632701;1.278617;1.263989;1.201323;1.667488
3540;1.620361;1.555580;1.783577;1.514040;1.606029
3550;1.519526;1.551665;1.349390;1.380507;1.330605
3560;1.369041;1.682769;1.329716;1.566123;1.522077
3570;1.487214;1.591712;1.530814;1.283447;1.370072
3580;1.345682;1.591116;1.646953;1.575199;1.588525
3590;1.262123;1.640212;1.426092;1.426430;1.185485
3600;1.395706;1.516119;1.329312;1.580729;1.379925
3610;1.335279;1.390252;1.625616;1.250228;1.490557
3620;1.689081;1.390143;1.396366;1.226500;1.369900
3630;1.341303;0.945210;1.513992;1.384340;1.426583
3640;1.672580;1.791944;1.372015;1.432461;1.328266
3650;1.544226;1.701205;1.472696;1.450652;1.781705
3660;1.262549;1.458354;1.526059;1.354428;1.538379
3670;1.602880;1.356935;1.222128;1.111283;1.770207
3680;1.432175;1.276658;1.723815;1.596397;1.170329
3690;1.620695;1.299596;1.354782;1.517039;1.572072
3700;1.198303;1.591990;1.277225;1.260298;1.751870
3710;1.708393;1.463105;1.268123;1.467985;1.577939
3720;1.675555;1.486504;1.683044;1.690710;1.797294
3730;1.711991;1.509770;1.324684;1.462965;1.676489
3740;1.362873;1.431444;1.484359;1.712561;1.583974
3750;1.816327;1.106006;1.158483;1.187448;1.492825
3760;1.391248;1.682667;1.600269;1.459958;1.677375
3770;1.596817;1.444280;1.419175;1.388282;1.365850
3780;1.571232;1.600981;1.277881;1.626084;1.729548
3790;1.597340;1.003160;1.386009;1.707011;1.785586
3800;1.626524;1.456460;1.618211;1.677582;1.715340
3810;1.296302;1.426104;1.567211;1.743536;1.562368
3820;1.533423;1.714686;1.234293;1.327215;1.470471
3830;1.413742;1.521026;1.532983;1.476469;1.677285
3840;1.283665;1.772813;1.465498;1.543404;1.291358
3850;1.733750;1.803367;1.242920;1.514305;1.454122
3860;1.456382;1.539091;1.506114;1.405128;1.253489
3870;1.441669;1.297263;1.620120;1.217325;1.493596
3880;1.446628;1.552498;1.531152;1.582878;1.559608
3890;1.763818;1.230309;1.305128;1.475791;1.209203
3900;1.673506;1.597904;1.760805;1.296647;1.451321
3910;1.574853;1.438677;1.505380;1.353327;1.340102
3920;1.704428;1.604246;1.647339;1.607033;1.059296
3930;1.957252;1.595464;1.463770;1.405853;1.389680
3940;1.448342;1.393109;1.422873;1.509355;1.385791
3950;1.223949;1.391223;1.379591;1.782333;1.688837
3960;1.368289;1.412417;1.232895;1.394120;1.556063
3970;1.476743;1.312692;1.364533;1.638967;1.776903
3980;1.554580;1.391851;1.524578;1.320682;1.507691
3990;1.652170;1.407907;1.632186;1.538199;1.733671
4000;1.439653;1.555561;1.432094;1.380000;1.243393
4010;1.309772;1.370700;1.449019;1.519046;1.617172
4020;1.542079;1.565754;1.455039;1.450979;1.322626
4030;1.357917;1.152486;1.602152;1.560078;1.463647
4040;1.465270;1.944250;1.724196;1.679877;1.542101
4050;1.735790;1.445292;1.783949;1.505048;1.407379
4060;1.731635;1.396201;1.574203;1.546184;1.386964
4070;1.587061;1.487553;1.312707;1.446451;1.427416
4080;1.476799;1.474823;1.595616;1.540685;1.442968
4090;1.490406;1.706288;1.154971;1.054202;1.280856
4100;1.761316;1.431851;1.370523;1.258659;1.593075
4110;1.195196;1.276520;1.311314;1.515611;1.587562
4120;1.786418;1.501308;1.402026;1.470164;1.089795
4130;1.418356;1.403685;1.443599;1.096535;1.378404
4140;1.713899;1.553453;1.535140;1.299111;1.334040
4150;1.308649;1.579931;1.731543;1.551413;1.375478
4160;1.250436;1.484053;1.475637;1.538259;1.519027
4170;1.703479;1.661823;1.475570;1.460354;1.450531
4180;1.425948;1.208277;1.374155;1.341346;1.454654
4190;1.098938;1.582175;1.599164;1.458082;1.678904
4200;1.297510;1.349974;1.847922;1.381361;1.666806
4210;1.648173;1.519790;1.572619;1.510611;1.316861
4220;1.600699;1.140185;1.415099;1.381616;1.705467
4230;1.455667;1.690413;1.200243;1.642712;1.510029
4240;1.748157;1.251112;1.424798;1.418588;1.521991
4250;1.526738;1.213893;1.328457;1.478390;1.479661
4260;1.409049;1.597824;1.382227;1.108112;1.302362
4270;1.196476;1.332199;1.478893;1.400589;1.555100
4280;1.481863;1.392742;1.518624;1.384079;1.424728
4290;1.818579;1.241893;1.397641;1.249491;1.052102
4300;1.673431;1.051352;1.876269;1.547496;1.468612
4310;1.463900;1.299644;1.214705;1.368410;1.195604
4320;1.409675;1.556970;1.638485;1.368798;1.560332
4330;1.659278;1.383934;1.459973;1.393316;1.449311
4340;1.125120;1.362010;1.639185;1.306311;1.665144
4350;1.184671;1.421187;1.137666;1.596103;1.561586
4360;1.165421;1.360044;1.497760;1.439878;1.345195
4370;1.547448;1.434540;1.194004;1.623098;1.419210
4380;1.090820;1.296752;1.600627;1.459860;1.427368
4390;1.427470;1.585356;1.405379;1.255511;1.390178
4400;1.686160;1.409181;1.300225;1.424717;1.314018
4410;1.426864;1.774353;1.686137;1.475505;1.647156
4420;1.483447;1.292960;1.163968;1.462544;1.255511
4430;1.686933;1.259429;1.536379;1.252208;1.468061
4440;1.353354;1.782326;1.435985;1.393422;1.323224
4450;1.335806;1.370530;1.340175;1.195521;1.498480
4460;1.484414;1.344783;1.239974;1.377446;1.523046
4470;1.315409;1.522023;1.305336;1.427378;1.368387
4480;1.364719;1.242636;1.393849;1.270149;1.430236
4490;1.452456;1.179980;1.414181;1.769779;1.401796
4500;1.622337;1.467171;1.297644;1.369377;1.194174
4510;1.381756;1.264443;1.524699;1.463253;1.673420
