Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4440;2.211485;1.675623;1.958881;1.834304;2.058909
4450;2.044119;1.502781;1.630211;1.478774;2.042726
4460;2.058571;2.009277;1.818603;2.035104;2.280186
4470;2.175885;1.791591;1.734941;1.863802;1.760978
4480;2.124338;1.961309;2.268288;1.830587;2.161942
4490;2.101249;1.974209;1.900042;1.708736;2.107121
4500;2.065694;2.011416;1.874962;1.728468;1.740826
4510;1.831719;2.025687;1.840440;2.093788;2.126201
4520;2.017278;1.693083;1.862523;1.979457;2.355339
4530;2.017271;1.595334;1.876464;1.486079;1.961219
4540;1.918715;1.653588;1.801500;2.154647;1.913144
4550;1.895469;1.934608;1.702460;2.193280;1.780296
4560;1.709541;1.838595;1.802902;2.068058;1.975635
4570;2.132361;1.851476;1.672996;1.872638;1.981462
4580;1.527649;2.088627;1.780286;1.836926;1.806434
4590;1.753349;1.801586;2.154473;1.562510;1.780446
4600;1.726012;1.925495;2.022791;1.860729;1.982631
4610;1.771693;1.847928;1.805106;1.727883;1.879212
4620;1.682091;1.887074;1.732442;2.097695;1.898588
4630;1.895956;1.937772;2.208078;2.089537;1.592824
4640;1.982324;1.878465;1.564933;1.902190;1.701090
4650;2.060512;2.163785;1.980425;1.554648;1.880037
4660;2.102216;1.435997;1.986642;1.912012;1.634860
4670;1.945637;1.971740;1.333238;1.787406;1.825711
4680;1.933539;1.603748;1.785753;2.156513;1.907159
4690;2.098647;1.935067;1.581605;2.108781;1.941667
4700;2.018912;1.561522;2.036230;1.993309;1.747648
4710;1.916180;1.927784;1.614294;2.087240;1.796525
4720;2.052110;1.971903;2.190017;1.730234;1.930341
4730;1.471832;1.733548;1.895059;1.850455;1.952513
4740;2.094125;1.826804;1.844052;2.002612;1.866619
4750;1.775671;1.761068;1.782102;2.014146;2.040015
4760;1.834019;1.843415;1.791386;1.542795;1.765063
4770;1.731058;1.921303;1.744545;1.743959;2.001511
4780;1.512575;2.313536;1.860881;2.015583;1.959773
4790;1.674767;1.713814;1.890987;2.176448;1.990274
4800;1.789991;1.801099;2.004879;1.579223;2.289500
4810;1.833105;1.925854;1.933613;1.953726;1.462482
4820;2.036120;2.072070;1.689284;1.889932;1.735488
4830;1.682322;1.722456;1.663118;1.654494;1.722192
4840;1.825460;1.952770;1.684419;1.773262;2.222346
4850;1.800847;2.006190;1.882124;1.632714;2.043025
4860;1.950485;1.688697;1.796173;1.377458;1.846811
4870;1.608987;2.067024;1.949387;1.898651;2.004671
4880;1.736726;1.927090;2.071933;1.916718;1.742346
4890;1.930649;1.787934;2.091539;1.578860;1.751527
4900;1.938221;2.014117;1.708196;1.903278;1.879096
4910;2.050552;2.174656;1.892482;1.751540;2.016304
4920;1.670273;1.882017;1.884236;2.002266;2.101003
4930;1.952825;1.974464;1.858538;2.122832;2.017340
4940;1.778555;1.956419;1.616810;1.769923;2.043678
4950;2.118621;1.934882;1.790570;1.886931;1.688473
4960;1.939053;1.988229;1.994830;1.799743;2.102257
4970;2.029577;1.561121;2.001076;1.458123;1.760222
4980;1.736511;1.744216;2.229191;1.890502;1.974988
4990;2.126157;1.813678;1.691876;1.800321;2.293360
5000;2.059405;2.028284;1.907490;2.208556;1.464598
