Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD]
-400;-0.032354;-0.095562;-0.256650
-390;-0.309286;-0.028578;0.224460
-380;-0.030631;-0.695772;-0.148456
-370;-0.661186;-0.324642;-0.438614
-360;-0.662213;-0.237375;-0.290619
-350;-0.055229;-0.047778;-0.163924
-340;-0.521571;0.064506;-0.373791
-330;-0.292822;0.000493;0.043286
-320;-0.124235;0.389317;0.006890
-310;-0.019671;-0.342827;0.023601
-300;-0.482853;-0.247121;-0.288267
-290;-0.009355;-0.569357;-0.330484
-280;-0.302933;0.021183;-0.142592
-270;-0.414971;0.012807;-0.526520
-260;-0.034519;-0.224414;0.067870
-250;0.052722;-0.098022;-0.048662
-240;0.227667;-0.472211;-0.161786
-230;-0.216002;-0.262686;0.795077
-220;0.272675;-0.142714;-0.062900
-210;-0.361107;0.166908;0.208915
-200;0.263078;-0.240331;-0.423296
-190;0.019716;-0.194187;-0.374015
-180;-0.380069;-0.756953;-0.375188
-170;-0.279843;-0.122992;-0.440825
-160;-0.136039;-0.536329;-0.383398
-150;-0.401027;-0.325769;-0.030524
-140;-0.641249;0.115711;0.177464
-130;0.161769;-0.088594;-0.295583
-120;-0.297886;-0.204889;0.000983
-110;-0.260641;-0.363136;0.036905
-100;-0.656646;-0.566706;-0.155442
-90;-0.647163;-0.327900;-0.234535
-80;-0.217440;-0.333771;-0.617339
-70;-0.003442;-0.371323;-0.189835
-60;-0.178411;-0.193487;-0.156900
-50;0.069317;-0.329921;-0.107125
-40;-0.531048;-0.357858;-0.143525
-30;-0.129649;-0.456430;0.218243
-20;-0.355820;-0.638597;0.366297
-10;1.184123;1.012144;1.275263
0;3.628772;4.002046;4.055883
10;6.557140;6.774540;7.076460
20;9.494814;9.481245;9.323090
30;12.551047;12.410475;12.126768
40;15.332748;15.169931;15.331489
50;17.686210;17.692531;17.758529
60;20.208874;20.815993;20.257909
70;23.106628;22.881473;22.824429
80;25.899030;25.492520;25.889473
90;28.245622;27.879463;27.786902
100;31.104291;30.398618;30.999654
110;33.074097;33.012007;33.019272
120;34.267932;33.579204;33.747910
130;33.977744;33.757768;33.793997
140;33.083966;32.970187;33.132950
150;33.077418;32.558655;33.176459
160;32.442416;32.327990;32.750894
170;31.815046;32.275000;32.070824
180;31.958252;31.987693;32.121427
190;31.281676;31.189031;31.560904
200;30.548838;30.424372;30.620334
210;31.207505;30.016355;30.768490
220;30.281288;30.141610;30.578762
230;30.400939;29.628347;30.523652
240;29.588450;29.420917;29.945438
250;29.024507;29.039256;28.752370
260;29.267281;28.800870;29.276155
270;28.879680;28.307142;28.003922
280;28.525922;27.788761;28.083907
290;27.778264;27.346967;27.925602
300;27.296073;27.149174;26.880500
310;27.096365;26.652011;26.976803
320;26.489355;26.877423;26.698346
330;26.712920;25.774420;26.662169
340;26.507779;26.109936;25.892713
350;26.057871;25.418390;25.523860
360;25.514605;25.024641;25.503797
370;25.230475;25.089722;25.245564
380;24.652421;24.720131;24.956547
390;24.462331;25.230505;23.841863
400;24.274617;24.196616;24.611732
410;23.816658;23.742033;23.896518
420;23.999093;23.543360;23.386603
430;24.050647;23.547142;22.972361
440;23.013390;22.924224;22.841054
450;22.995017;22.550009;22.861425
460;23.070249;22.528438;22.570456
470;22.112244;22.486576;22.216030
480;22.008711;21.885450;22.307093
490;21.848670;21.782986;22.133580
500;21.111813;20.899224;21.561243
510;21.636849;20.867065;20.942848
520;20.947875;20.802671;21.527781
530;20.847921;20.435947;20.502594
540;19.765158;20.680203;20.700937
550;20.454934;20.333339;20.333253
560;20.415817;20.153984;19.743426
570;19.876011;19.545450;19.317203
580;19.807507;19.579878;19.229639
590;19.519542;19.379807;18.934059
600;18.867978;19.009004;18.487419
610;19.121602;18.388979;18.442918
620;18.241342;18.984605;18.275652
630;18.084294;18.147797;18.005853
640;18.190395;17.588025;18.319207
650;17.895870;17.749255;17.938943
660;17.629555;17.421444;17.622303
670;17.701389;17.165576;17.762047
680;17.027303;17.383195;17.157321
690;17.374027;16.758018;16.786459
700;17.172402;16.789569;16.923777
710;16.657890;17.117380;16.456099
720;16.191852;16.777881;16.441441
730;16.531122;16.256026;16.906717
740;16.332638;15.955706;15.976066
750;16.040951;15.752363;16.268329
760;15.604454;15.482213;15.574292
770;15.554128;15.329327;15.119987
780;15.186057;14.887837;14.841420
790;15.011187;15.547482;14.880217
800;14.904357;14.535057;15.008620
810;15.078693;14.220595;14.734988
820;14.105348;14.667653;14.451437
