Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD]
-400;-0.068058;0.116536;-0.575389
-390;-0.391809;-0.137582;-0.437831
-380;-0.300428;-0.051314;-0.110063
-370;-0.427482;-0.196875;-0.427227
-360;-0.091586;-0.495998;-0.518258
-350;-0.374562;-0.389385;-0.146270
-340;-0.092536;-0.106007;-0.677252
-330;0.031875;-0.176404;-0.224579
-320;-0.319754;-0.296283;-0.783153
-310;-0.254258;-0.438833;-0.368318
-300;0.058196;-0.324280;-0.802075
-290;-0.397764;-0.541602;-0.407818
-280;-0.087174;0.029609;-0.134329
-270;-0.304967;-0.222563;-0.608521
-260;-0.064366;-0.648692;-0.162976
-250;0.321710;-0.049379;0.058611
-240;-0.216970;-0.463066;-0.572536
-230;-0.326802;-0.053169;0.219742
-220;-0.335130;-0.325074;-0.786562
-210;-0.500928;-0.235850;0.072385
-200;-0.141904;-0.896079;-0.675837
-190;-0.336159;-0.181584;-0.332721
-180;0.204724;-0.497723;-0.455302
-170;-0.191994;0.136351;-0.220165
-160;-0.470979;-0.067213;0.247450
-150;-0.295954;-0.305295;-0.286847
-140;-0.601450;-0.107941;-0.231348
-130;-0.214862;-0.649506;-0.310885
-120;-0.493142;0.075203;-0.379603
-110;-0.566188;0.188005;-0.204747
-100;-0.856538;-0.096507;0.113561
-90;0.210427;0.171677;-0.022094
-80;-0.069602;-0.110117;-0.520023
-70;0.091270;-0.450971;-0.242694
-60;-0.245566;-0.306661;0.027808
-50;-0.132977;-0.050166;-0.633672
-40;-0.420734;0.274399;-0.053281
-30;0.192284;0.212317;0.045715
-20;1.145417;0.901094;1.199659
-10;2.907027;2.978388;2.449566
0;4.591846;4.433613;4.487191
10;6.567534;6.680275;6.429070
20;8.421343;8.423122;8.812945
30;11.148065;11.056173;10.785962
40;13.003052;12.890848;13.064384
50;15.195989;15.063208;14.947242
60;16.749215;16.849285;16.484404
70;19.276707;19.078779;19.124215
80;21.222129;21.032706;20.285242
90;22.562610;22.744870;22.561090
100;23.841251;23.913097;23.808689
110;24.612859;24.195071;24.462893
120;25.049366;25.055148;24.611708
130;24.296360;24.745124;24.524240
140;24.732530;24.100064;23.646147
150;23.911769;24.071239;24.062594
160;23.572923;23.888059;23.630873
170;23.249490;23.713285;22.852769
180;22.978554;23.287464;22.795711
190;22.759151;22.937961;22.408172
200;22.682196;22.482771;22.269493
210;22.182822;22.012331;21.765626
220;21.626258;21.620686;21.332145
230;21.802043;22.056861;21.324537
240;21.579129;21.030273;21.035673
250;20.976055;20.936207;21.291867
260;20.836099;20.995570;20.465680
270;20.337880;20.621043;19.984853
280;19.740941;20.179830;20.180252
290;19.626228;20.019494;19.771060
300;19.763018;19.603726;19.331004
310;19.551888;19.461807;19.151926
320;18.877927;19.354029;18.990096
330;18.671025;18.608128;18.730149
340;18.726027;18.531459;18.385196
350;18.671570;18.977206;17.758313
360;17.753605;17.872869;17.899240
370;17.568139;18.276527;17.857393
380;17.543314;17.762765;17.697182
390;17.364314;17.716152;17.163818
400;17.131452;17.334130;17.422641
410;17.097397;16.981735;16.729351
420;17.032744;17.083302;16.506987
430;16.082334;16.491506;16.567480
440;16.483101;15.942497;16.208203
450;15.839214;16.528470;15.633015
460;16.007060;15.827267;15.628471
470;15.613363;15.762139;15.254876
480;15.386866;15.206308;15.391103
490;15.355687;15.342084;15.021261
500;14.665477;14.910264;15.339425
510;15.031929;14.939509;14.543140
520;14.774548;14.495016;14.627027
530;14.626692;14.252882;14.412452
540;14.258568;14.129640;14.220498
550;13.990798;13.638693;14.257899
560;13.651817;14.203784;13.331364
