Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD]
-400;-0.331550;-0.578988;0.011041
-390;-0.633062;-0.709547;-0.587853
-380;-0.792089;-0.746880;-0.127841
-370;-0.391713;-0.679711;-0.636100
-360;-0.446628;-0.569318;-0.605372
-350;-0.575042;-0.811922;-0.621777
-340;-0.413759;-0.829657;-0.338899
-330;-0.787680;-0.572269;-0.721501
-320;-0.408537;-0.540230;-0.751967
-310;-0.681166;-0.513656;-0.529971
-300;-0.591391;-0.627258;-0.827990
-290;-0.466403;-0.694557;-0.964328
-280;-0.703748;-0.616987;-0.375616
-270;-0.651192;-0.653505;-0.713834
-260;-0.857382;-0.364563;-0.362653
-250;-0.853746;-0.404231;-0.658641
-240;-0.502513;-0.630407;-0.176631
-230;-0.283133;-0.818529;-0.593288
-220;-0.468540;-0.537946;-0.597335
-210;-0.639236;-0.384210;-0.783013
-200;-0.727724;-0.436861;-0.966937
-190;-0.526219;-0.442458;-0.320643
-180;-0.550287;-0.774653;-0.660890
-170;-0.678839;-0.555886;-0.445601
-160;-0.532781;-0.606178;-0.768860
-150;-0.399110;-0.722736;-0.430067
-140;-0.505942;-0.478491;-0.523195
-130;-0.528944;-0.483763;-0.423959
-120;-0.608961;-0.933557;-0.617435
-110;-0.713434;-0.357288;-0.614234
-100;-0.651222;-0.508200;-0.602869
-90;-0.620163;-0.563618;-0.525015
-80;-0.497658;-0.403881;-0.325097
-70;-0.343424;-0.549507;-0.511248
-60;-0.768884;-0.371289;-0.554940
-50;-0.218212;-0.358866;-0.491569
-40;-0.442043;-0.415590;-0.490790
-30;0.381938;-0.029015;0.169047
-20;1.370706;1.216705;1.467641
-10;3.011341;3.229387;3.316439
0;5.546843;5.442998;5.275057
10;7.596082;7.742271;7.839123
20;9.847523;9.970102;9.476478
30;12.071411;12.053916;12.133705
40;14.305358;14.099864;13.908738
50;16.196233;16.250713;16.486145
60;18.544999;18.132679;18.197835
70;20.053190;19.866920;20.015153
80;22.414231;21.863854;22.185945
90;23.687722;23.569461;23.559413
100;25.382380;25.234130;25.376572
110;25.879784;25.403745;26.098215
120;25.540521;24.953926;25.945417
130;25.519851;25.155116;25.296223
140;24.862039;24.999599;25.068303
150;24.697838;24.775356;24.334123
160;24.310016;24.059610;24.154211
170;23.970695;23.876377;23.933882
180;23.486105;23.825454;23.340488
190;23.271815;23.137813;23.301105
200;22.939926;22.971867;22.804937
210;22.336291;22.562538;22.727841
220;22.156164;22.226445;22.167740
230;21.873562;22.003532;22.026759
240;21.545569;21.644558;21.832715
250;20.962673;21.276172;21.489908
260;20.783436;20.928825;20.845988
270;20.485506;20.590622;20.686743
280;20.314383;20.173842;20.549669
290;20.211212;20.387192;20.123862
300;19.805737;20.053667;19.733476
310;19.541067;19.450949;19.216259
320;19.188410;19.253039;19.131232
330;19.033823;19.022073;19.155127
340;18.831175;18.997354;18.654624
350;18.245856;18.529189;18.376089
360;18.259829;18.262862;18.145763
370;17.826293;17.509181;18.070562
380;17.521696;17.585005;17.423024
390;17.447162;17.833834;17.276158
400;16.810345;17.424386;17.608800
410;17.173630;16.940518;16.709019
420;16.516784;16.877498;16.748482
430;16.651461;16.105394;16.105388
440;16.131806;16.329022;16.193927
450;16.182904;15.741238;15.964494
460;15.685439;15.703482;15.553287
470;15.510949;15.474694;15.312772
480;15.355254;15.344047;15.343712
490;15.043258;15.225401;14.810654
500;14.779242;14.822691;14.803856
510;14.673105;14.669538;14.704022
520;14.344330;14.414694;14.427925
530;14.402285;14.074815;14.154518
540;13.953200;14.044850;13.910983
550;13.677853;13.825106;13.886265
560;13.804301;13.833493;13.673530
570;13.337266;13.658565;13.743327
580;13.000028;13.552086;13.037633
590;13.159964;13.028578;13.101720
600;12.892392;13.017575;12.960121
610;12.716515;13.115982;12.469426
620;12.478551;12.483223;12.996787
630;12.066808;12.234042;12.868716
640;12.031695;12.243269;12.436844
650;12.006201;12.098199;12.205118
660;11.940964;11.897745;12.028408
670;11.589847;12.121904;11.690062
680;11.495164;11.595678;11.558593
690;11.297303;11.239968;11.186450
700;11.527492;11.181299;11.023384
710;11.228854;11.056222;11.135106
720;11.128278;10.739850;10.841158
730;10.806420;10.636524;10.867243
740;10.569758;10.711596;10.683206
750;10.362494;10.510637;10.219107
760;10.714524;10.340126;10.390721
770;10.286045;10.452372;10.640938
780;10.126385;10.418893;10.161651
790;10.061506;9.838674;10.170109
800;10.371990;9.911846;10.060326
810;9.763652;9.623629;9.969143
820;9.710076;9.726204;9.509734
830;9.370140;9.830005;9.708712
840;9.369976;9.691890;9.150558
850;9.283925;9.945061;9.369828
860;8.914453;9.372946;9.412352
870;9.147505;9.131917;8.947193
880;9.057168;8.832168;9.005143
890;8.978400;8.687135;9.280550
900;8.646448;8.882903;9.147616
910;9.063427;8.752996;8.180042
920;8.640342;8.847863;8.572871
930;8.399022;8.040047;8.420735
940;8.232060;8.499426;8.337024
950;8.279680;8.324701;8.051531
960;8.101165;8.254068;8.045475
970;8.062111;8.082047;8.321616
980;7.922827;7.846586;8.143059
990;7.948101;7.843190;7.781042
1000;7.580648;7.482030;7.913600
1010;7.701839;7.749255;7.868284
1020;7.615527;7.510198;7.490991
1030;7.436199;7.325761;7.047500
1040;7.546970;7.505327;7.360474
1050;7.302830;7.665475;7.356148
1060;7.645960;7.323912;7.145160
1070;6.873130;7.473138;7.268302
1080;7.202878;7.218562;7.050760
1090;7.225109;7.194307;7.098564
1100;6.879112;7.068188;6.814376
1110;6.890769;6.806106;6.822206
1120;6.825600;6.486458;6.598478
1130;6.635395;6.983604;6.863148
1140;6.323053;7.081310;6.577096
1150;6.813208;6.612065;6.749648
1160;6.553084;6.724169;6.235744
1170;6.669975;6.580191;6.589943
1180;6.399139;6.072993;6.170660
1190;6.390494;6.494889;6.697108
1200;6.475784;6.500087;6.200236
1210;6.290630;6.203377;6.139240
1220;6.219239;5.911754;6.052328
1230;6.429111;5.999246;5.988128
1240;6.045988;5.992459;5.832169
1250;6.072649;6.002688;5.867895
1260;5.997867;5.779343;5.833323
1270;5.803857;5.773239;5.963823
1280;5.750352;5.713324;5.942766
1290;5.925103;5.642905;5.358221
1300;5.750942;5.450280;5.744545
1310;5.692595;5.488494;5.105509
1320;5.453437;5.616720;5.526065
1330;5.395493;5.518414;5.538164
1340;5.523679;5.457754;5.644667
1350;5.407111;5.370656;5.465878
1360;5.460913;5.306181;5.217744
1370;5.398401;5.243224;5.818693
1380;5.176130;5.304613;5.355455
1390;5.033453;5.182020;5.412653
1400;4.995332;4.688965;5.152978
1410;5.040660;5.017799;4.868519
1420;4.886015;5.161115;4.717553
1430;4.750519;4.794176;4.890298
1440;4.884369;5.185593;5.250925
1450;5.103144;4.963600;4.925254
1460;4.804592;4.887785;4.504219
1470;4.961927;5.097543;4.143380
1480;4.884486;5.092795;5.001103
1490;4.918969;4.702154;4.801406
1500;4.807358;4.612334;4.744323
1510;5.136009;4.845979;4.744433
1520;4.628434;4.719395;4.588636
1530;4.275860;4.412853;4.446972
1540;4.802973;4.353914;4.520435
1550;4.464634;4.641208;4.433315
1560;4.410196;4.592894;4.500018
1570;4.190048;4.563036;4.762891
1580;4.148472;4.607516;4.765995
1590;4.561368;4.341897;4.036542
1600;4.020626;3.858596;4.382867
1610;4.593393;4.211522;4.073155
1620;4.321945;4.343888;3.852299
1630;4.470785;4.323774;4.239093
1640;4.288686;4.128990;4.334530
1650;3.964106;3.905479;4.045531
1660;3.945475;4.139987;4.167540
1670;4.340932;4.146654;3.853034
1680;3.876653;3.968637;4.028466
1690;4.207529;4.287500;3.924620
1700;3.805222;4.325172;3.992122
1710;3.765083;3.983104;4.457178
1720;3.983471;4.032670;3.974631
1730;3.744546;4.201577;3.844521
1740;4.098117;4.198968;4.231232
1750;3.805808;3.437645;3.756230
1760;3.350408;3.680232;3.363429
1770;3.849909;3.375141;3.804561
1780;3.471308;3.600404;3.556313
